Date,Security_Type,Symbol,Side,Quantity,Available_Qty,Close_Price,Market_Value,Floating_PnL,Avg_Open_Price,Avg_Position_Price,Margin,Daily_PnL,Today_Lots,PnL_Ratio,Position_Weight
2023-08-30,Stock,阳光电源(300274.XSHE),Long,2300Shares,2300Shares,101.49,233427,11707,96.4,-,0,-2047,0Shares,5.28%,238328.62,97.94%
2023-08-30,,Cash,,,,,4901.62,,,,,,,,0
2023-08-31,Stock,阳光电源(300274.XSHE),Long,2300Shares,2300Shares,99.75,229425,7705,96.4,-,0,-4002,0Shares,3.48%,234326.62,97.91%
2023-08-31,,Cash,,,,,4901.62,,,,,,,,0
2023-09-01,Stock,阳光电源(300274.XSHE),Long,2300Shares,2300Shares,100.49,231127,9407,96.4,-,0,1702,0Shares,4.24%,236028.62,97.92%
2023-09-01,,Cash,,,,,4901.62,,,,,,,,0
2023-09-04,Stock,阳光电源(300274.XSHE),Long,2300Shares,2300Shares,99.96,229908,8188,96.4,-,0,-1219,0Shares,3.69%,234809.62,97.91%
2023-09-04,,Cash,,,,,4901.62,,,,,,,,0
2023-09-05,Stock,阳光电源(300274.XSHE),Long,2300Shares,2300Shares,99.3,228390,6670,96.4,-,0,-1518,0Shares,3.01%,233278.62,97.9%
2023-09-05,Stock,三七互娱(002555.XSHE),Long,200Shares,0Shares,23.66,4732,-8,23.7,-,0,-8,200Shares,-0.17%,233278.62,2.03%
2023-09-05,,Cash,,,,,156.62,,,,,,,,0
2023-09-06,Stock,阳光电源(300274.XSHE),Long,2300Shares,2300Shares,97.52,224296,2576,96.4,-,0,-4094,0Shares,1.16%,229027.04,97.93%
2023-09-06,,Cash,,,,,4731.04,,,,,,,,0
2023-09-07,Stock,阳光电源(300274.XSHE),Long,2300Shares,2300Shares,95.95,220685,-1035,96.4,-,0,-3611,0Shares,-0.47%,225416.04,97.9%
2023-09-07,,Cash,,,,,4731.04,,,,,,,,0
2023-09-08,,Cash,,,,,218307.03,,,,,,,,0
2023-09-11,Stock,三七互娱(002555.XSHE),Long,10100Shares,0Shares,22.16,223816,7575,21.41,-,0,7575,10100Shares,3.5%,225817.16,99.11%
2023-09-11,,Cash,,,,,2001.16,,,,,,,,0
2023-09-12,Stock,三七互娱(002555.XSHE),Long,10100Shares,10100Shares,21.89,221089,4848,21.41,-,0,-2727,0Shares,2.24%,223090.16,99.1%
2023-09-12,,Cash,,,,,2001.16,,,,,,,,0
2023-09-13,Stock,三七互娱(002555.XSHE),Long,10100Shares,10100Shares,21.54,217554,1313,21.41,-,0,-3535,0Shares,0.61%,219555.16,99.09%
2023-09-13,,Cash,,,,,2001.16,,,,,,,,0
2023-09-14,Stock,三七互娱(002555.XSHE),Long,10100Shares,10100Shares,21.16,213716,-2525,21.41,-,0,-3838,0Shares,-1.17%,215717.16,99.07%
2023-09-14,,Cash,,,,,2001.16,,,,,,,,0
2023-09-15,,Cash,,,,,211001.1,,,,,,,,0
2023-09-18,,Cash,,,,,211001.1,,,,,,,,0
2023-09-19,,Cash,,,,,211001.1,,,,,,,,0
2023-09-20,,Cash,,,,,211001.1,,,,,,,,0
2023-09-21,,Cash,,,,,211001.1,,,,,,,,0
2023-09-22,,Cash,,,,,211001.1,,,,,,,,0
2023-09-25,,Cash,,,,,211001.1,,,,,,,,0
2023-09-26,,Cash,,,,,211001.1,,,,,,,,0
2023-09-27,,Cash,,,,,211001.1,,,,,,,,0
2023-09-28,,Cash,,,,,211001.1,,,,,,,,0
2023-10-09,,Cash,,,,,211001.1,,,,,,,,0
2023-10-10,,Cash,,,,,211001.1,,,,,,,,0
2023-10-11,,Cash,,,,,211001.1,,,,,,,,0
2023-10-12,,Cash,,,,,211001.1,,,,,,,,0
2023-10-13,,Cash,,,,,211001.1,,,,,,,,0
2023-10-16,,Cash,,,,,211001.1,,,,,,,,0
2023-10-17,,Cash,,,,,211001.1,,,,,,,,0
2023-10-18,,Cash,,,,,211001.1,,,,,,,,0
2023-10-19,Stock,紫光国微(002049.XSHE),Long,2900Shares,0Shares,73.59,213411,5191,71.8,-,0,5191,2900Shares,2.49%,216129.64,98.74%
2023-10-19,,Cash,,,,,2718.64,,,,,,,,0
2023-10-20,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,72.79,211091,2871,71.8,-,0,-2320,0Shares,1.38%,213809.64,98.73%
2023-10-20,,Cash,,,,,2718.64,,,,,,,,0
2023-10-23,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,70.95,205755,-2465,71.8,-,0,-5336,0Shares,-1.18%,208473.64,98.7%
2023-10-23,,Cash,,,,,2718.64,,,,,,,,0
2023-10-24,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,71.78,208162,-58,71.8,-,0,2407,0Shares,-0.03%,210896.64,98.7%
2023-10-24,Stock,数据港(603881.XSHG),Long,100Shares,0Shares,18.84,1884,21,18.63,-,0,21,100Shares,1.13%,210896.64,0.89%
2023-10-24,,Cash,,,,,850.64,,,,,,,,0
2023-10-25,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,72.48,210192,1972,71.8,-,0,2030,0Shares,0.95%,213008.64,98.68%
2023-10-25,Stock,数据港(603881.XSHG),Long,100Shares,100Shares,19.66,1966,103,18.63,-,0,82,0Shares,5.53%,213008.64,0.92%
2023-10-25,,Cash,,,,,850.64,,,,,,,,0
2023-10-26,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,71.82,208278,58,71.8,-,0,-1914,0Shares,0.03%,211117.64,98.65%
2023-10-26,Stock,数据港(603881.XSHG),Long,100Shares,100Shares,19.89,1989,126,18.63,-,0,23,0Shares,6.76%,211117.64,0.94%
2023-10-26,,Cash,,,,,850.64,,,,,,,,0
2023-10-27,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,73.94,214426,6206,71.8,-,0,6148,0Shares,2.98%,217253.64,98.7%
2023-10-27,Stock,数据港(603881.XSHG),Long,100Shares,100Shares,19.77,1977,114,18.63,-,0,-12,0Shares,6.12%,217253.64,0.91%
2023-10-27,,Cash,,,,,850.64,,,,,,,,0
2023-10-30,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,75.64,219356,11136,71.8,-,0,4930,0Shares,5.35%,222208.64,98.72%
2023-10-30,Stock,数据港(603881.XSHG),Long,100Shares,100Shares,20.02,2002,139,18.63,-,0,25,0Shares,7.46%,222208.64,0.9%
2023-10-30,,Cash,,,,,850.64,,,,,,,,0
2023-10-31,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,75.3,218370,10150,71.8,-,0,-986,0Shares,4.87%,221206.64,98.72%
2023-10-31,Stock,数据港(603881.XSHG),Long,100Shares,100Shares,19.86,1986,123,18.63,-,0,-16,0Shares,6.6%,221206.64,0.9%
2023-10-31,,Cash,,,,,850.64,,,,,,,,0
2023-11-01,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,74.93,217297,9077,71.8,-,0,-1073,0Shares,4.36%,220112.64,98.72%
2023-11-01,Stock,数据港(603881.XSHG),Long,100Shares,100Shares,19.65,1965,102,18.63,-,0,-21,0Shares,5.48%,220112.64,0.89%
2023-11-01,,Cash,,,,,850.64,,,,,,,,0
2023-11-02,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,73.62,213498,5278,71.8,-,0,-3799,0Shares,2.53%,216296.64,98.71%
2023-11-02,Stock,数据港(603881.XSHG),Long,100Shares,100Shares,19.48,1948,85,18.63,-,0,-17,0Shares,4.56%,216296.64,0.9%
2023-11-02,,Cash,,,,,850.64,,,,,,,,0
2023-11-03,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,75.35,218515,10295,71.8,-,0,5017,0Shares,4.94%,221340.64,98.72%
2023-11-03,Stock,数据港(603881.XSHG),Long,100Shares,100Shares,19.75,1975,112,18.63,-,0,27,0Shares,6.01%,221340.64,0.89%
2023-11-03,,Cash,,,,,850.64,,,,,,,,0
2023-11-06,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,77.79,225591,17371,71.8,-,0,7076,0Shares,8.34%,228484.64,98.73%
2023-11-06,Stock,数据港(603881.XSHG),Long,100Shares,100Shares,20.43,2043,180,18.63,-,0,68,0Shares,9.66%,228484.64,0.89%
2023-11-06,,Cash,,,,,850.64,,,,,,,,0
2023-11-07,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,77.79,225591,17371,71.8,-,0,0,0Shares,8.34%,228519.64,98.72%
2023-11-07,Stock,数据港(603881.XSHG),Long,100Shares,100Shares,20.78,2078,215,18.63,-,0,35,0Shares,11.54%,228519.64,0.91%
2023-11-07,,Cash,,,,,850.64,,,,,,,,0
2023-11-08,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,77.76,225504,17284,71.8,-,0,-87,0Shares,8.3%,228435.64,98.72%
2023-11-08,Stock,数据港(603881.XSHG),Long,100Shares,100Shares,20.81,2081,218,18.63,-,0,3,0Shares,11.7%,228435.64,0.91%
2023-11-08,,Cash,,,,,850.64,,,,,,,,0
2023-11-09,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,77.28,224112,15892,71.8,-,0,-1392,0Shares,7.63%,227049.64,98.71%
2023-11-09,Stock,数据港(603881.XSHG),Long,100Shares,100Shares,20.87,2087,224,18.63,-,0,6,0Shares,12.02%,227049.64,0.92%
2023-11-09,,Cash,,,,,850.64,,,,,,,,0
2023-11-10,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,76.84,222836,14616,71.8,-,0,-1276,0Shares,7.02%,225742.64,98.71%
2023-11-10,Stock,数据港(603881.XSHG),Long,100Shares,100Shares,20.56,2056,193,18.63,-,0,-31,0Shares,10.36%,225742.64,0.91%
2023-11-10,,Cash,,,,,850.64,,,,,,,,0
2023-11-13,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,78.3,227070,18850,71.8,-,0,4234,0Shares,9.05%,230028.64,98.71%
2023-11-13,Stock,数据港(603881.XSHG),Long,100Shares,100Shares,21.08,2108,245,18.63,-,0,52,0Shares,13.15%,230028.64,0.92%
2023-11-13,,Cash,,,,,850.64,,,,,,,,0
2023-11-14,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,79.58,230782,22562,71.8,-,0,3712,0Shares,10.84%,233772.49,98.72%
2023-11-14,,Cash,,,,,2990.49,,,,,,,,0
2023-11-15,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,78.74,228346,20126,71.8,-,0,-2436,0Shares,9.67%,231336.49,98.71%
2023-11-15,,Cash,,,,,2990.49,,,,,,,,0
2023-11-16,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,77.46,224634,16414,71.8,-,0,-3712,0Shares,7.88%,227624.49,98.69%
2023-11-16,,Cash,,,,,2990.49,,,,,,,,0
2023-11-17,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,77.54,224866,16646,71.8,-,0,232,0Shares,7.99%,227856.49,98.69%
2023-11-17,,Cash,,,,,2990.49,,,,,,,,0
2023-11-20,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,77.71,225359,17139,71.8,-,0,493,0Shares,8.23%,228349.49,98.69%
2023-11-20,,Cash,,,,,2990.49,,,,,,,,0
2023-11-21,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,76.76,222604,14384,71.8,-,0,-2755,0Shares,6.91%,225594.49,98.67%
2023-11-21,,Cash,,,,,2990.49,,,,,,,,0
2023-11-22,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,75.4,218660,10440,71.8,-,0,-3944,0Shares,5.01%,221650.49,98.65%
2023-11-22,,Cash,,,,,2990.49,,,,,,,,0
2023-11-23,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,76.2,220980,12760,71.8,-,0,2320,0Shares,6.13%,223970.49,98.66%
2023-11-23,,Cash,,,,,2990.49,,,,,,,,0
2023-11-24,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,74.36,215644,7424,71.8,-,0,-5336,0Shares,3.57%,218634.49,98.63%
2023-11-24,,Cash,,,,,2990.49,,,,,,,,0
2023-11-27,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,73.75,213875,5655,71.8,-,0,-1769,0Shares,2.72%,216865.49,98.62%
2023-11-27,,Cash,,,,,2990.49,,,,,,,,0
2023-11-28,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,73.79,213991,5771,71.8,-,0,116,0Shares,2.77%,216981.49,98.62%
2023-11-28,,Cash,,,,,2990.49,,,,,,,,0
2023-11-29,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,73.4,212860,4640,71.8,-,0,-1131,0Shares,2.23%,215850.49,98.61%
2023-11-29,,Cash,,,,,2990.49,,,,,,,,0
2023-11-30,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,72.45,210105,1885,71.8,-,0,-2755,0Shares,0.91%,213095.49,98.6%
2023-11-30,,Cash,,,,,2990.49,,,,,,,,0
2023-12-01,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,72.42,210018,1798,71.8,-,0,-87,0Shares,0.86%,213008.49,98.6%
2023-12-01,,Cash,,,,,2990.49,,,,,,,,0
2023-12-04,Stock,紫光国微(002049.XSHE),Long,2900Shares,2900Shares,71.57,207553,-667,71.8,-,0,-2465,0Shares,-0.32%,210543.49,98.58%
2023-12-04,,Cash,,,,,2990.49,,,,,,,,0
2023-12-05,,Cash,,,,,203612.34,,,,,,,,0
2023-12-06,,Cash,,,,,203612.34,,,,,,,,0
2023-12-07,,Cash,,,,,203612.34,,,,,,,,0
2023-12-08,,Cash,,,,,203612.34,,,,,,,,0
2023-12-11,,Cash,,,,,203612.34,,,,,,,,0
2023-12-12,,Cash,,,,,203612.34,,,,,,,,0
2023-12-13,,Cash,,,,,203612.34,,,,,,,,0
2023-12-14,,Cash,,,,,203612.34,,,,,,,,0
2023-12-15,,Cash,,,,,203612.34,,,,,,,,0
2023-12-18,,Cash,,,,,203612.34,,,,,,,,0
2023-12-19,,Cash,,,,,203612.34,,,,,,,,0
2023-12-20,,Cash,,,,,203612.34,,,,,,,,0
2023-12-21,,Cash,,,,,203612.34,,,,,,,,0
2023-12-22,,Cash,,,,,203612.34,,,,,,,,0
2023-12-25,,Cash,,,,,203612.34,,,,,,,,0
2023-12-26,Stock,三七互娱(002555.XSHE),Long,10800Shares,0Shares,19.02,205416,1836,18.85,-,0,1836,10800Shares,0.9%,205387.27,100%
2023-12-26,,Cash,,,,,-28.73,,,,,,,,0
2023-12-27,,Cash,,,,,196383.6,,,,,,,,0
2023-12-28,,Cash,,,,,196383.6,,,,,,,,0
2023-12-29,,Cash,,,,,196383.6,,,,,,,,0
2024-01-02,,Cash,,,,,196383.6,,,,,,,,0
2024-01-03,,Cash,,,,,196383.6,,,,,,,,0
2024-01-04,,Cash,,,,,196383.6,,,,,,,,0
2024-01-05,,Cash,,,,,196383.6,,,,,,,,0
2024-01-08,,Cash,,,,,196383.6,,,,,,,,0
2024-01-09,Stock,中航沈飞(600760.XSHG),Long,2500Shares,0Shares,38.63,96575,125,38.58,-,0,125,2500Shares,0.13%,197026.95,49.02%
2024-01-09,Stock,华友钴业(603799.XSHG),Long,3200Shares,0Shares,30.09,96288,576,29.91,-,0,576,3200Shares,0.6%,197026.95,48.87%
2024-01-09,,Cash,,,,,4163.95,,,,,,,,0
2024-01-10,Stock,中航沈飞(600760.XSHG),Long,2500Shares,2500Shares,38.28,95700,-750,38.58,-,0,-875,0Shares,-0.78%,196663.95,48.66%
2024-01-10,Stock,华友钴业(603799.XSHG),Long,3200Shares,3200Shares,30.25,96800,1088,29.91,-,0,512,0Shares,1.14%,196663.95,49.22%
2024-01-10,,Cash,,,,,4163.95,,,,,,,,0
2024-01-11,Stock,中航沈飞(600760.XSHG),Long,2500Shares,2500Shares,39.02,97550,1100,38.58,-,0,1850,0Shares,1.14%,201009.95,48.53%
2024-01-11,Stock,华友钴业(603799.XSHG),Long,3200Shares,3200Shares,31.03,99296,3584,29.91,-,0,2496,0Shares,3.74%,201009.95,49.4%
2024-01-11,,Cash,,,,,4163.95,,,,,,,,0
2024-01-12,Stock,中航沈飞(600760.XSHG),Long,2500Shares,2500Shares,38.96,97400,950,38.58,-,0,-150,0Shares,0.98%,200315.41,48.62%
2024-01-12,,Cash,,,,,102915.41,,,,,,,,0
2024-01-15,,Cash,,,,,196044.18,,,,,,,,0
2024-01-16,,Cash,,,,,196044.18,,,,,,,,0
2024-01-17,,Cash,,,,,196044.18,,,,,,,,0
2024-01-18,Stock,中航沈飞(600760.XSHG),Long,5500Shares,0Shares,37.23,204765,9515,35.5,-,0,9515,5500Shares,4.87%,205500.61,99.64%
2024-01-18,,Cash,,,,,735.61,,,,,,,,0
2024-01-19,Stock,中航沈飞(600760.XSHG),Long,5500Shares,5500Shares,36.68,201740,6490,35.5,-,0,-3025,0Shares,3.32%,202475.61,99.64%
2024-01-19,,Cash,,,,,735.61,,,,,,,,0
2024-01-22,Stock,中航沈飞(600760.XSHG),Long,5500Shares,5500Shares,36.25,199375,4125,35.5,-,0,-2365,0Shares,2.11%,200110.61,99.63%
2024-01-22,,Cash,,,,,735.61,,,,,,,,0
2024-01-23,Stock,中航沈飞(600760.XSHG),Long,5500Shares,5500Shares,36.1,198550,3300,35.5,-,0,-825,0Shares,1.69%,199285.61,99.63%
2024-01-23,,Cash,,,,,735.61,,,,,,,,0
2024-01-24,Stock,中航沈飞(600760.XSHG),Long,5500Shares,5500Shares,36.29,199595,4345,35.5,-,0,1045,0Shares,2.23%,200330.61,99.63%
2024-01-24,,Cash,,,,,735.61,,,,,,,,0
2024-01-25,Stock,中航沈飞(600760.XSHG),Long,5500Shares,5500Shares,37.43,205865,10615,35.5,-,0,6270,0Shares,5.44%,206600.61,99.64%
2024-01-25,,Cash,,,,,735.61,,,,,,,,0
2024-01-26,Stock,中航沈飞(600760.XSHG),Long,5500Shares,5500Shares,37.15,204325,9075,35.5,-,0,-1540,0Shares,4.65%,205060.61,99.64%
2024-01-26,,Cash,,,,,735.61,,,,,,,,0
2024-01-29,Stock,中航沈飞(600760.XSHG),Long,5500Shares,5500Shares,36.45,200475,5225,35.5,-,0,-3850,0Shares,2.68%,201210.61,99.63%
2024-01-29,,Cash,,,,,735.61,,,,,,,,0
2024-01-30,Stock,中航沈飞(600760.XSHG),Long,5500Shares,5500Shares,36.56,201080,5830,35.5,-,0,605,0Shares,2.99%,201815.61,99.64%
2024-01-30,,Cash,,,,,735.61,,,,,,,,0
2024-01-31,Stock,中航沈飞(600760.XSHG),Long,5500Shares,5500Shares,35.44,194920,-330,35.5,-,0,-6160,0Shares,-0.17%,195655.61,99.62%
2024-01-31,,Cash,,,,,735.61,,,,,,,,0
2024-02-01,Stock,中航沈飞(600760.XSHG),Long,5500Shares,5500Shares,35.71,196405,1155,35.5,-,0,1485,0Shares,0.59%,197140.61,99.63%
2024-02-01,,Cash,,,,,735.61,,,,,,,,0
2024-02-02,Stock,中航沈飞(600760.XSHG),Long,5500Shares,5500Shares,34.33,188815,-6435,35.5,-,0,-7590,0Shares,-3.3%,189550.61,99.61%
2024-02-02,,Cash,,,,,735.61,,,,,,,,0
2024-02-05,Stock,东方精工(002611.XSHE),Long,100Shares,0Shares,3.72,372,-24,3.96,-,0,-24,100Shares,-6.06%,189825.43,0.2%
2024-02-05,,Cash,,,,,189453.43,,,,,,,,0
2024-02-06,Stock,盛弘股份(300693.XSHE),Long,2000Shares,0Shares,25.3,50600,4800,22.9,-,0,4800,2000Shares,10.48%,203977.12,24.81%
2024-02-06,Stock,和而泰(002402.XSHE),Long,5300Shares,0Shares,9.77,51781,4558,8.91,-,0,4558,5300Shares,9.65%,203977.12,25.39%
2024-02-06,Stock,三夫户外(002780.XSHE),Long,5000Shares,0Shares,9.58,47900,550,9.47,-,0,550,5000Shares,1.16%,203977.12,23.48%
2024-02-06,Stock,科华数据(002335.XSHE),Long,2500Shares,0Shares,20.15,50375,4300,18.43,-,0,4300,2500Shares,9.33%,203977.12,24.7%
2024-02-06,,Cash,,,,,3321.12,,,,,,,,0
2024-02-07,,Cash,,,,,211879.64,,,,,,,,0
2024-02-08,Stock,三夫户外(002780.XSHE),Long,23200Shares,0Shares,9.89,229448,17864,9.12,-,0,17864,23200Shares,8.44%,229680.17,99.9%
2024-02-08,,Cash,,,,,232.17,,,,,,,,0
2024-02-19,Stock,三夫户外(002780.XSHE),Long,23200Shares,23200Shares,10.23,237336,25752,9.12,-,0,7888,0Shares,12.17%,237568.17,99.9%
2024-02-19,,Cash,,,,,232.17,,,,,,,,0
2024-02-20,Stock,三夫户外(002780.XSHE),Long,23200Shares,23200Shares,10.27,238264,26680,9.12,-,0,928,0Shares,12.61%,238496.17,99.9%
2024-02-20,,Cash,,,,,232.17,,,,,,,,0
2024-02-21,,Cash,,,,,246990.96,,,,,,,,0
2024-02-22,,Cash,,,,,246990.96,,,,,,,,0
2024-02-23,,Cash,,,,,246990.96,,,,,,,,0
2024-02-26,,Cash,,,,,246990.96,,,,,,,,0
2024-02-27,,Cash,,,,,246990.96,,,,,,,,0
2024-02-28,,Cash,,,,,246990.96,,,,,,,,0
2024-02-29,,Cash,,,,,246990.96,,,,,,,,0
2024-03-01,,Cash,,,,,246990.96,,,,,,,,0
2024-03-04,,Cash,,,,,246990.96,,,,,,,,0
2024-03-05,,Cash,,,,,246990.96,,,,,,,,0
2024-03-06,,Cash,,,,,246990.96,,,,,,,,0
2024-03-07,,Cash,,,,,246990.96,,,,,,,,0
2024-03-08,,Cash,,,,,246990.96,,,,,,,,0
2024-03-11,,Cash,,,,,246990.96,,,,,,,,0
2024-03-12,,Cash,,,,,246990.96,,,,,,,,0
2024-03-13,Stock,陕西煤业(601225.XSHG),Long,9700Shares,0Shares,25.24,244828,-97,25.25,-,0,-97,9700Shares,-0.04%,246820.49,99.19%
2024-03-13,,Cash,,,,,1992.49,,,,,,,,0
2024-03-14,Stock,陕西煤业(601225.XSHG),Long,9700Shares,9700Shares,25.16,244052,-873,25.25,-,0,-776,0Shares,-0.36%,246044.49,99.19%
2024-03-14,,Cash,,,,,1992.49,,,,,,,,0
2024-03-15,,Cash,,,,,237589.81,,,,,,,,0
2024-03-18,Stock,东方精工(002611.XSHE),Long,30400Shares,0Shares,8.4,255360,18240,7.8,-,0,18240,30400Shares,7.69%,255758.67,99.84%
2024-03-18,,Cash,,,,,398.67,,,,,,,,0
2024-03-19,Stock,东方精工(002611.XSHE),Long,30400Shares,30400Shares,8.65,262960,25840,7.8,-,0,7600,0Shares,10.9%,263358.67,99.85%
2024-03-19,,Cash,,,,,398.67,,,,,,,,0
2024-03-20,Stock,东方精工(002611.XSHE),Long,30400Shares,30400Shares,8.61,261744,24624,7.8,-,0,-1216,0Shares,10.38%,262142.67,99.85%
2024-03-20,,Cash,,,,,398.67,,,,,,,,0
2024-03-21,Stock,东方精工(002611.XSHE),Long,30400Shares,30400Shares,8.74,265696,28576,7.8,-,0,3952,0Shares,12.05%,266094.67,99.85%
2024-03-21,,Cash,,,,,398.67,,,,,,,,0
2024-03-22,Stock,东方精工(002611.XSHE),Long,30400Shares,30400Shares,8.29,252016,14896,7.8,-,0,-13680,0Shares,6.28%,252414.67,99.84%
2024-03-22,,Cash,,,,,398.67,,,,,,,,0
2024-03-25,Stock,东方精工(002611.XSHE),Long,30400Shares,30400Shares,7.83,238032,912,7.8,-,0,-13984,0Shares,0.38%,238430.67,99.83%
2024-03-25,,Cash,,,,,398.67,,,,,,,,0
2024-03-26,,Cash,,,,,228709.48,,,,,,,,0
2024-03-27,,Cash,,,,,228709.48,,,,,,,,0
2024-03-28,Stock,东方精工(002611.XSHE),Long,7800Shares,0Shares,7.47,58266,1794,7.24,-,0,1794,7800Shares,3.18%,235933.92,24.7%
2024-03-28,Stock,紫光国微(002049.XSHE),Long,900Shares,0Shares,65.56,59004,3843,61.29,-,0,3843,900Shares,6.97%,235933.92,25.01%
2024-03-28,Stock,和而泰(002402.XSHE),Long,4700Shares,0Shares,12.41,58327,1269,12.14,-,0,1269,4700Shares,2.22%,235933.92,24.72%
2024-03-28,Stock,安克创新(300866.XSHE),Long,700Shares,0Shares,76.55,53585,385,76,-,0,385,700Shares,0.72%,235933.92,22.71%
2024-03-28,,Cash,,,,,6751.92,,,,,,,,0
2024-03-29,Stock,东方精工(002611.XSHE),Long,7800Shares,7800Shares,7.27,56706,234,7.24,-,0,-1560,0Shares,0.41%,235559.92,24.07%
2024-03-29,Stock,紫光国微(002049.XSHE),Long,900Shares,900Shares,64.9,58410,3249,61.29,-,0,-594,0Shares,5.89%,235559.92,24.8%
2024-03-29,Stock,和而泰(002402.XSHE),Long,4700Shares,4700Shares,12.68,59596,2538,12.14,-,0,1269,0Shares,4.45%,235559.92,25.3%
2024-03-29,Stock,安克创新(300866.XSHE),Long,700Shares,700Shares,77.28,54096,896,76,-,0,511,0Shares,1.68%,235559.92,22.96%
2024-03-29,,Cash,,,,,6751.92,,,,,,,,0
2024-04-01,Stock,东方精工(002611.XSHE),Long,7800Shares,7800Shares,7.3,56940,468,7.24,-,0,234,0Shares,0.83%,236072.92,24.12%
2024-04-01,Stock,紫光国微(002049.XSHE),Long,900Shares,900Shares,65.36,58824,3663,61.29,-,0,414,0Shares,6.64%,236072.92,24.92%
2024-04-01,Stock,和而泰(002402.XSHE),Long,4700Shares,4700Shares,12.06,56682,-376,12.14,-,0,-2914,0Shares,-0.66%,236072.92,24.01%
2024-04-01,Stock,安克创新(300866.XSHE),Long,700Shares,700Shares,81.25,56875,3675,76,-,0,2779,0Shares,6.91%,236072.92,24.09%
2024-04-01,,Cash,,,,,6751.92,,,,,,,,0
2024-04-02,Stock,安克创新(300866.XSHE),Long,700Shares,700Shares,80.54,56378,3178,76,-,0,-497,0Shares,5.97%,230820.63,24.43%
2024-04-02,,Cash,,,,,174442.63,,,,,,,,0
2024-04-03,Stock,安克创新(300866.XSHE),Long,700Shares,700Shares,79.93,55951,2751,76,-,0,-427,0Shares,5.17%,230393.63,24.28%
2024-04-03,,Cash,,,,,174442.63,,,,,,,,0
2024-04-08,Stock,安克创新(300866.XSHE),Long,700Shares,700Shares,78.16,54712,1512,76,-,0,-1239,0Shares,2.84%,224302.34,24.39%
2024-04-08,Stock,和而泰(002402.XSHE),Long,15000Shares,0Shares,11.3,169500,-4800,11.62,-,0,-4800,15000Shares,-2.75%,224302.34,75.57%
2024-04-08,,Cash,,,,,90.34,,,,,,,,0
2024-04-09,Stock,安克创新(300866.XSHE),Long,700Shares,700Shares,78.98,55286,2086,76,-,0,574,0Shares,3.92%,228026.34,24.25%
2024-04-09,Stock,和而泰(002402.XSHE),Long,15000Shares,15000Shares,11.51,172650,-1650,11.62,-,0,3150,0Shares,-0.95%,228026.34,75.71%
2024-04-09,,Cash,,,,,90.34,,,,,,,,0
2024-04-10,Stock,安克创新(300866.XSHE),Long,700Shares,700Shares,77.87,54509,1309,76,-,0,-777,0Shares,2.46%,222830.36,24.46%
2024-04-10,,Cash,,,,,168321.36,,,,,,,,0
2024-04-11,Stock,安克创新(300866.XSHE),Long,700Shares,700Shares,76.93,53851,651,76,-,0,-658,0Shares,1.22%,222172.36,24.24%
2024-04-11,,Cash,,,,,168321.36,,,,,,,,0
2024-04-12,Stock,安克创新(300866.XSHE),Long,700Shares,700Shares,77.23,54061,861,76,-,0,210,0Shares,1.62%,222382.36,24.31%
2024-04-12,,Cash,,,,,168321.36,,,,,,,,0
2024-04-15,Stock,安克创新(300866.XSHE),Long,700Shares,700Shares,79.61,55727,2527,76,-,0,1666,0Shares,4.75%,227936.5,24.45%
