"Date","OrderTime","AssetType","Security","TradeSide","OrderType","FilledQuantity","FilledPrice","FilledAmount","OrderQuantity","OrderPrice","RealizedPnL","Commission","Status","LastUpdatedAt"
"2011-12-23","09:30:00","Equity","300207.XSHE","Buy","MarketOrder","1100 shares","16.76","18436","1100 shares","-","0","8.3","Filled","2011-12-23 09:30:00"
"2011-12-27","11:25:00","Equity","300207.XSHE","Sell","MarketOrder","-1100 shares","15.78","-17358","-1100 shares","-","-1078","25.17","Filled","2011-12-27 11:25:00"
"2011-12-27","14:50:00","Equity","002600.XSHE","Sell","MarketOrder","-1400 shares","11.98","-16772","-1400 shares","-","-1568","24.32","Filled","2011-12-27 14:50:00"
"2011-12-28","09:30:00","Equity","300207.XSHE","Buy","MarketOrder","2300 shares","15.23","35029","2300 shares","-","0","15.76","Filled","2011-12-28 09:30:00"
"2011-12-29","11:25:00","Equity","601888.XSHG","Sell","MarketOrder","-700 shares","25.88","-18116","-700 shares","-","266","26.27","Filled","2011-12-29 11:25:00"
"2011-12-30","09:30:00","Equity","300274.XSHE","Buy","MarketOrder","300 shares","26.68","8004","300 shares","-","0","5","Filled","2011-12-30 09:30:00"
"2011-12-30","09:30:00","Equity","002600.XSHE","Buy","MarketOrder","800 shares","12.06","9648","800 shares","-","0","5","Filled","2011-12-30 09:30:00"
"2012-01-04","11:25:00","Equity","300207.XSHE","Sell","MarketOrder","-2300 shares","15.76","-36248","-2300 shares","-","1219","52.56","Filled","2012-01-04 11:25:00"
"2012-01-04","11:25:00","Equity","002600.XSHE","Sell","MarketOrder","-800 shares","13.16","-10528","-800 shares","-","880","15.53","Filled","2012-01-04 11:25:00"
"2012-01-05","11:25:00","Equity","300274.XSHE","Sell","MarketOrder","-300 shares","25.26","-7578","-300 shares","-","-426","12.58","Filled","2012-01-05 11:25:00"
"2012-01-06","09:30:00","Equity","601117.XSHG","Buy","MarketOrder","3700 shares","4.97","18389","3700 shares","-","0","8.28","Filled","2012-01-06 09:30:00"
"2012-01-06","09:30:00","Equity","002611.XSHE","Buy","MarketOrder","1300 shares","13.52","17576","1300 shares","-","0","7.91","Filled","2012-01-06 09:30:00"
"2012-01-06","09:30:00","Equity","600160.XSHG","Buy","MarketOrder","1000 shares","18.3","18300","1000 shares","-","0","8.24","Filled","2012-01-06 09:30:00"
"2012-01-10","14:50:00","Equity","601117.XSHG","Sell","MarketOrder","-3700 shares","5.82","-21534","-3700 shares","-","3145","31.22","Filled","2012-01-10 14:50:00"
"2012-01-11","11:25:00","Equity","002611.XSHE","Sell","MarketOrder","-1300 shares","15.08","-19604","-1300 shares","-","2028","28.43","Filled","2012-01-11 11:25:00"
