,long_return,short_return,long_price_return,short_price_return,long_funding_return,short_funding_return,long_fee_return,short_fee_return
2023-07-19,-0.0056344165422854715,0.013395994480257297,-0.005555832435142614,0.013370388131050948,-6.588569444444445e-05,4.147936507936509e-05,-1.2698412698412699e-05,-1.5873015873015872e-05
2023-07-20,-0.009099082027717822,0.006017063064934518,-0.009055169845178141,0.005996674930013884,-2.4864563492063494e-05,3.308654761904762e-05,-1.9047619047619046e-05,-1.2698412698412699e-05
2023-07-21,0.008164898028990208,-0.0001147494882922374,0.008138024398037827,-0.00014110903194303106,3.560378968253967e-05,3.8264305555555574e-05,-8.73015873015873e-06,-1.1904761904761907e-05
2023-07-22,0.009035403462891625,-0.0052448543418365705,0.008944535585907498,-0.005252622536281015,0.00010356628968253968,2.364121031746032e-05,-1.2698412698412699e-05,-1.5873015873015872e-05
2023-07-23,0.0008249162608260954,0.005666439967724007,0.000390519296540381,0.005657626237565277,0.000447095376984127,1.8337539682539686e-05,-1.2698412698412699e-05,-9.523809523809525e-06
2023-07-24,0.010723371626266968,-0.0075606571173709395,0.010539703233409825,-0.007586192791974114,0.0001995414087301587,4.140869047619049e-05,-1.5873015873015872e-05,-1.5873015873015872e-05
2023-07-25,-0.024638583543042353,0.02630157192543404,-0.02478763772955029,0.026286297937338804,0.00016492720238095237,3.4321607142857154e-05,-1.5873015873015872e-05,-1.9047619047619046e-05
2023-07-26,-0.0018080282193489322,0.00503448212264118,-0.001833808358237821,0.005024299364704672,4.80023611111111e-05,2.6055773809523813e-05,-2.222222222222222e-05,-1.5873015873015872e-05
2023-07-27,0.009023017144389973,-0.004276991826501136,0.008996484029310609,-0.004288382600310659,3.923152777777777e-05,3.0438392857142856e-05,-1.2698412698412699e-05,-1.9047619047619046e-05
2023-07-28,0.012305178024239825,-0.007717604004170663,0.011837362885350936,-0.007720610591472251,0.00048051355158730145,1.8879603174603177e-05,-1.2698412698412699e-05,-1.5873015873015872e-05
2023-07-29,0.002846631993408152,-0.008256017732415185,0.0027357876680113268,-0.008268886938764392,0.00012671734126984123,3.1916825396825396e-05,-1.5873015873015872e-05,-1.9047619047619046e-05
2023-07-30,0.0016994524771751863,3.8879072251270076e-05,0.0017136334692386783,1.6295421457619285e-05,-4.657182539682544e-06,3.528206349206349e-05,-9.523809523809525e-06,-1.2698412698412699e-05
2023-07-31,-0.003324155940746779,0.007595916877900457,-0.0033561985399531286,0.007563915528694107,4.4741011904761876e-05,4.152515873015873e-05,-1.2698412698412699e-05,-9.523809523809525e-06
2023-08-01,-0.004841987357548836,0.006780221591897272,-0.004792166583739313,0.006843291472849653,-4.029696428571429e-05,-5.037146825396824e-05,-9.523809523809525e-06,-1.2698412698412699e-05
2023-08-02,0.007182753041441905,-0.003667377264863494,0.007238275501759365,-0.00368201528073651,-3.885579365079366e-05,2.813007936507937e-05,-1.6666666666666667e-05,-1.3492063492063495e-05
2023-08-03,-0.015482830242747657,0.011252073110990931,-0.01546382730623972,0.01123136446019728,3.2192857142857172e-06,3.023246031746032e-05,-2.222222222222222e-05,-9.523809523809525e-06
2023-08-04,0.00036886701014497784,-0.0008713000180759522,0.00041027685141481907,-0.000874882160933095,-2.5536825396825396e-05,2.2629761904761903e-05,-1.5873015873015872e-05,-1.9047619047619046e-05
2023-08-05,-0.005633035850299923,-0.0005723228698387502,-0.005574800850299923,-0.0005879354888863693,-4.2361984126984145e-05,2.831103174603175e-05,-1.5873015873015872e-05,-1.2698412698412699e-05
2023-08-06,-0.0001456434648257719,-0.0002779136131659931,-8.651171879402587e-05,-0.00027895781951519944,-4.6433333333333335e-05,2.0091825396825396e-05,-1.2698412698412699e-05,-1.9047619047619046e-05
2023-08-07,0.012600215039782323,-0.01532375239798462,0.012649637262004545,-0.015157264461476685,-3.354920634920635e-05,-0.00015378952380952385,-1.5873015873015872e-05,-1.2698412698412699e-05
2023-08-08,-0.0004357751980864796,0.0031132631590429717,-0.0006902440076102889,0.0031619091907890036,0.0002671672222222221,-2.3249206349206345e-05,-1.2698412698412699e-05,-2.5396825396825394e-05
2023-08-09,-0.0005307004854353187,0.0026558800196236285,-0.0008225057235305567,0.002657534622798232,0.00030450365079365065,1.739301587301587e-05,-1.2698412698412699e-05,-1.9047619047619046e-05
2023-08-10,-0.0020006270873574295,-0.0017728976751174514,-0.0020173663730717155,-0.0017959589449587214,2.9437698412698422e-05,3.8934285714285723e-05,-1.2698412698412699e-05,-1.5873015873015872e-05
2023-08-11,0.0016246277604495447,0.007644542774220897,0.0016322037921955765,0.007635794837712961,1.9477777777777833e-06,2.462095238095238e-05,-9.523809523809525e-06,-1.5873015873015872e-05
2023-08-12,0.008917414145299982,-0.0012507964240937193,0.008841266288157125,-0.0012104223764746718,9.2020873015873e-05,-3.402484126984125e-05,-1.5873015873015872e-05,-6.349206349206349e-06
2023-08-13,0.0018409076884001638,-0.001284376924709146,0.0014803056249081004,-0.0012981485120107331,0.00037964968253968246,2.329539682539683e-05,-1.9047619047619046e-05,-9.523809523809525e-06
2023-08-14,0.021059839235648612,0.000902681544888071,0.020870340426124803,0.0008622475766341027,0.00019902261904761903,4.360857142857144e-05,-9.523809523809525e-06,-3.1746031746031746e-06
2023-08-15,0.0022554226254915067,-0.005473260549194692,0.00209393976834865,-0.0054958273745915175,0.0001678320634920635,4.1614444444444455e-05,-6.349206349206349e-06,-1.9047619047619046e-05
2023-08-16,-0.03422315361831243,0.03248159412255086,-0.034344721951645764,0.03247505261461436,0.00014061595238095236,2.5589126984126985e-05,-1.9047619047619046e-05,-1.9047619047619046e-05
