Date,Security_Type,Symbol,Side,Quantity,Available_Qty,Close_Price,Market_Value,Floating_PnL,Avg_Open_Price,Avg_Position_Price,Margin,Daily_PnL,Today_Lots,PnL_Ratio,Position_Weight
2014-01-06,Stock,古井贡酒(000596.XSHE),Long,800Shares,800Shares,21.55,17240,-600,22.3,-,0,-848,0Shares,-3.36%,98230.98,17.55%
2014-01-06,Stock,科伦药业(002422.XSHE),Long,400Shares,400Shares,46.28,18512,192,45.8,-,0,-448,0Shares,1.05%,98230.98,18.85%
2014-01-06,Stock,山西汾酒(600809.XSHG),Long,1000Shares,1000Shares,18.23,18230,-770,19,-,0,-880,0Shares,-4.05%,98230.98,18.56%
2014-01-06,Stock,上海家化(600315.XSHG),Long,400Shares,400Shares,43.94,17576,492,42.71,-,0,-480,0Shares,2.88%,98230.98,17.89%
2014-01-06,,Cash,,,,,9896.98,,,,,,,,0
2014-01-07,Stock,华润双鹤(600062.XSHG),Long,400Shares,400Shares,21.13,8452,-464,22.29,-,0,64,0Shares,-5.2%,99903.62,8.46%
2014-01-07,Stock,古井贡酒(000596.XSHE),Long,800Shares,800Shares,21.97,17576,-264,22.3,-,0,336,0Shares,-1.48%,99903.62,17.59%
2014-01-07,Stock,科伦药业(002422.XSHE),Long,400Shares,400Shares,48.38,19352,1032,45.8,-,0,840,0Shares,5.63%,99903.62,19.37%
2014-01-07,Stock,山西汾酒(600809.XSHG),Long,1000Shares,1000Shares,18.44,18440,-560,19,-,0,210,0Shares,-2.95%,99903.62,18.46%
2014-01-07,Stock,上海家化(600315.XSHG),Long,400Shares,400Shares,44.61,17844,760,42.71,-,0,268,0Shares,4.45%,99903.62,17.86%
2014-01-07,,Cash,,,,,18239.62,,,,,,,,0
2014-01-08,Stock,华润双鹤(600062.XSHG),Long,400Shares,400Shares,21.36,8544,-372,22.29,-,0,92,0Shares,-4.17%,99183.62,8.61%
2014-01-08,Stock,古井贡酒(000596.XSHE),Long,800Shares,800Shares,21.51,17208,-632,22.3,-,0,-368,0Shares,-3.54%,99183.62,17.35%
2014-01-08,Stock,科伦药业(002422.XSHE),Long,400Shares,400Shares,49.89,19956,1636,45.8,-,0,604,0Shares,8.93%,99183.62,20.12%
2014-01-08,Stock,山西汾酒(600809.XSHG),Long,1000Shares,1000Shares,17.78,17780,-1220,19,-,0,-660,0Shares,-6.42%,99183.62,17.93%
2014-01-08,Stock,上海家化(600315.XSHG),Long,400Shares,400Shares,43.64,17456,372,42.71,-,0,-388,0Shares,2.18%,99183.62,17.6%
2014-01-08,,Cash,,,,,18239.62,,,,,,,,0
2014-01-09,Stock,华润双鹤(600062.XSHG),Long,400Shares,400Shares,21.58,8632,-284,22.29,-,0,88,0Shares,-3.19%,98864.28,8.73%
2014-01-09,Stock,古井贡酒(000596.XSHE),Long,400Shares,400Shares,22.4,8960,40,22.3,-,0,356,0Shares,0.45%,98864.28,9.06%
2014-01-09,Stock,科伦药业(002422.XSHE),Long,400Shares,400Shares,48.93,19572,1252,45.8,-,0,-384,0Shares,6.83%,98864.28,19.8%
2014-01-09,Stock,山西汾酒(600809.XSHG),Long,500Shares,500Shares,17.64,8820,-680,19,-,0,-70,0Shares,-7.16%,98864.28,8.92%
2014-01-09,Stock,上海家化(600315.XSHG),Long,400Shares,400Shares,43.32,17328,244,42.71,-,0,-128,0Shares,1.43%,98864.28,17.53%
2014-01-09,,Cash,,,,,35552.28,,,,,,,,0
2014-01-10,Stock,华润双鹤(600062.XSHG),Long,400Shares,400Shares,21.02,8408,-508,22.29,-,0,-224,0Shares,-5.7%,98646.48,8.52%
2014-01-10,Stock,古井贡酒(000596.XSHE),Long,400Shares,400Shares,22.16,8864,-56,22.3,-,0,-96,0Shares,-0.63%,98646.48,8.99%
2014-01-10,Stock,科伦药业(002422.XSHE),Long,400Shares,400Shares,48.71,19484,1164,45.8,-,0,-88,0Shares,6.35%,98646.48,19.75%
2014-01-10,Stock,上海家化(600315.XSHG),Long,400Shares,400Shares,43.88,17552,468,42.71,-,0,224,0Shares,2.74%,98646.48,17.79%
2014-01-10,,Cash,,,,,44338.48,,,,,,,,0
2014-01-13,Stock,华润双鹤(600062.XSHG),Long,200Shares,200Shares,20.41,4082,-376,22.29,-,0,-122,0Shares,-8.43%,98287.3,4.15%
2014-01-13,Stock,古井贡酒(000596.XSHE),Long,400Shares,400Shares,23.19,9276,356,22.3,-,0,412,0Shares,3.99%,98287.3,9.44%
2014-01-13,Stock,科伦药业(002422.XSHE),Long,400Shares,400Shares,47.43,18972,652,45.8,-,0,-512,0Shares,3.56%,98287.3,19.3%
2014-01-13,Stock,上海家化(600315.XSHG),Long,400Shares,400Shares,43.62,17448,364,42.71,-,0,-104,0Shares,2.13%,98287.3,17.75%
2014-01-13,,Cash,,,,,48509.3,,,,,,,,0
2014-01-14,Stock,古井贡酒(000596.XSHE),Long,400Shares,400Shares,24.22,9688,768,22.3,-,0,412,0Shares,8.61%,99086.22,9.78%
2014-01-14,Stock,科伦药业(002422.XSHE),Long,400Shares,400Shares,47.78,19112,792,45.8,-,0,140,0Shares,4.32%,99086.22,19.29%
2014-01-14,Stock,上海家化(600315.XSHG),Long,400Shares,400Shares,44.26,17704,620,42.71,-,0,256,0Shares,3.63%,99086.22,17.87%
2014-01-14,,Cash,,,,,52582.22,,,,,,,,0
2014-01-15,Stock,古井贡酒(000596.XSHE),Long,400Shares,400Shares,23.71,9484,564,22.3,-,0,-204,0Shares,6.32%,97890.22,9.69%
2014-01-15,Stock,科伦药业(002422.XSHE),Long,400Shares,400Shares,47.17,18868,548,45.8,-,0,-244,0Shares,2.99%,97890.22,19.27%
2014-01-15,Stock,上海家化(600315.XSHG),Long,400Shares,400Shares,42.39,16956,-128,42.71,-,0,-748,0Shares,-0.75%,97890.22,17.32%
2014-01-15,,Cash,,,,,52582.22,,,,,,,,0
2014-01-16,Stock,古井贡酒(000596.XSHE),Long,400Shares,400Shares,23.87,9548,628,22.3,-,0,64,0Shares,7.04%,97130.22,9.83%
2014-01-16,Stock,科伦药业(002422.XSHE),Long,400Shares,400Shares,48.36,19344,1024,45.8,-,0,476,0Shares,5.59%,97130.22,19.92%
2014-01-16,Stock,上海家化(600315.XSHG),Long,400Shares,400Shares,39.14,15656,-1428,42.71,-,0,-1300,0Shares,-8.36%,97130.22,16.12%
2014-01-16,,Cash,,,,,52582.22,,,,,,,,0
2014-01-17,Stock,古井贡酒(000596.XSHE),Long,400Shares,400Shares,22.62,9048,128,22.3,-,0,-500,0Shares,1.43%,95729.82,9.45%
2014-01-17,Stock,科伦药业(002422.XSHE),Long,400Shares,400Shares,46.8,18720,400,45.8,-,0,-624,0Shares,2.18%,95729.82,19.56%
2014-01-17,,Cash,,,,,67961.82,,,,,,,,0
2014-01-20,Stock,古井贡酒(000596.XSHE),Long,400Shares,400Shares,22.9,9160,240,22.3,-,0,112,0Shares,2.69%,95133.82,9.63%
2014-01-20,Stock,科伦药业(002422.XSHE),Long,400Shares,400Shares,45.03,18012,-308,45.8,-,0,-708,0Shares,-1.68%,95133.82,18.93%
2014-01-20,,Cash,,,,,67961.82,,,,,,,,0
2014-01-21,Stock,古井贡酒(000596.XSHE),Long,400Shares,400Shares,22.8,9120,200,22.3,-,0,-40,0Shares,2.24%,95357.82,9.56%
2014-01-21,Stock,科伦药业(002422.XSHE),Long,400Shares,400Shares,45.69,18276,-44,45.8,-,0,264,0Shares,-0.24%,95357.82,19.17%
2014-01-21,,Cash,,,,,67961.82,,,,,,,,0
2014-01-22,Stock,古井贡酒(000596.XSHE),Long,400Shares,400Shares,24.16,9664,744,22.3,-,0,544,0Shares,8.34%,96349.82,10.03%
2014-01-22,Stock,科伦药业(002422.XSHE),Long,400Shares,400Shares,46.81,18724,404,45.8,-,0,448,0Shares,2.21%,96349.82,19.43%
2014-01-22,,Cash,,,,,67961.82,,,,,,,,0
2014-01-23,Stock,古井贡酒(000596.XSHE),Long,400Shares,400Shares,24.2,9680,760,22.3,-,0,16,0Shares,8.52%,96361.82,10.05%
2014-01-23,Stock,科伦药业(002422.XSHE),Long,400Shares,400Shares,46.8,18720,400,45.8,-,0,-4,0Shares,2.18%,96361.82,19.43%
2014-01-23,,Cash,,,,,67961.82,,,,,,,,0
2014-01-24,Stock,古井贡酒(000596.XSHE),Long,400Shares,400Shares,24.2,9680,760,22.3,-,0,0,0Shares,8.52%,96453.82,10.04%
2014-01-24,Stock,科伦药业(002422.XSHE),Long,400Shares,400Shares,47.03,18812,492,45.8,-,0,92,0Shares,2.69%,96453.82,19.5%
2014-01-24,,Cash,,,,,67961.82,,,,,,,,0
2014-01-27,Stock,古井贡酒(000596.XSHE),Long,400Shares,400Shares,24.96,9984,1064,22.3,-,0,304,0Shares,11.93%,96065.82,10.39%
2014-01-27,Stock,科伦药业(002422.XSHE),Long,400Shares,400Shares,45.3,18120,-200,45.8,-,0,-692,0Shares,-1.09%,96065.82,18.86%
2014-01-27,,Cash,,,,,67961.82,,,,,,,,0
2014-01-28,Stock,古井贡酒(000596.XSHE),Long,400Shares,400Shares,24.76,9904,984,22.3,-,0,-80,0Shares,11.03%,96113.82,10.3%
2014-01-28,Stock,科伦药业(002422.XSHE),Long,400Shares,400Shares,45.62,18248,-72,45.8,-,0,128,0Shares,-0.39%,96113.82,18.99%
2014-01-28,,Cash,,,,,67961.82,,,,,,,,0
2014-01-29,Stock,古井贡酒(000596.XSHE),Long,400Shares,400Shares,24.17,9668,748,22.3,-,0,-236,0Shares,8.39%,95785.82,10.09%
2014-01-29,Stock,科伦药业(002422.XSHE),Long,400Shares,400Shares,45.39,18156,-164,45.8,-,0,-92,0Shares,-0.9%,95785.82,18.95%
2014-01-29,,Cash,,,,,67961.82,,,,,,,,0
2014-01-30,Stock,古井贡酒(000596.XSHE),Long,700Shares,400Shares,23.63,16541,415,23.037,-,0,-333,300Shares,2.57%,97519.62,16.96%
2014-01-30,Stock,天地科技(600582.XSHG),Long,2700Shares,0Shares,7.66,20682,1863,6.97,-,0,1863,2700Shares,9.9%,97519.62,21.21%
2014-01-30,Stock,贵州茅台(600519.XSHG),Long,100Shares,0Shares,132.2,13220,-430,136.5,-,0,-430,100Shares,-3.15%,97519.62,13.56%
2014-01-30,Stock,中南传媒(601098.XSHG),Long,1600Shares,0Shares,12.18,19488,768,11.7,-,0,768,1600Shares,4.1%,97519.62,19.98%
2014-01-30,Stock,陆家嘴(600663.XSHG),Long,1000Shares,0Shares,17.73,17730,-80,17.81,-,0,-80,1000Shares,-0.45%,97519.62,18.18%
2014-01-30,,Cash,,,,,9858.62,,,,,,,,0
2014-02-07,Stock,古井贡酒(000596.XSHE),Long,700Shares,700Shares,23.55,16485,359,23.037,-,0,-56,0Shares,2.23%,98660.62,16.71%
2014-02-07,Stock,天地科技(600582.XSHG),Long,2700Shares,2700Shares,7.9,21330,2511,6.97,-,0,648,0Shares,13.34%,98660.62,21.62%
2014-02-07,Stock,贵州茅台(600519.XSHG),Long,100Shares,100Shares,133.89,13389,-261,136.5,-,0,169,0Shares,-1.91%,98660.62,13.57%
2014-02-07,Stock,中南传媒(601098.XSHG),Long,1600Shares,1600Shares,12.63,20208,1488,11.7,-,0,720,0Shares,7.95%,98660.62,20.48%
2014-02-07,Stock,陆家嘴(600663.XSHG),Long,1000Shares,1000Shares,17.39,17390,-420,17.81,-,0,-340,0Shares,-2.36%,98660.62,17.63%
2014-02-07,,Cash,,,,,9858.62,,,,,,,,0
2014-02-10,Stock,古井贡酒(000596.XSHE),Long,700Shares,700Shares,23.79,16653,527,23.037,-,0,168,0Shares,3.27%,100152.62,16.63%
2014-02-10,Stock,天地科技(600582.XSHG),Long,2700Shares,2700Shares,8.15,22005,3186,6.97,-,0,675,0Shares,16.93%,100152.62,21.97%
2014-02-10,Stock,贵州茅台(600519.XSHG),Long,100Shares,100Shares,132.86,13286,-364,136.5,-,0,-103,0Shares,-2.67%,100152.62,13.27%
2014-02-10,Stock,中南传媒(601098.XSHG),Long,1600Shares,1600Shares,12.8,20480,1760,11.7,-,0,272,0Shares,9.4%,100152.62,20.45%
2014-02-10,Stock,陆家嘴(600663.XSHG),Long,1000Shares,1000Shares,17.87,17870,60,17.81,-,0,480,0Shares,0.34%,100152.62,17.84%
2014-02-10,,Cash,,,,,9858.62,,,,,,,,0
2014-02-11,Stock,古井贡酒(000596.XSHE),Long,700Shares,700Shares,24.71,17297,1171,23.037,-,0,644,0Shares,7.26%,102505.62,16.87%
2014-02-11,Stock,天地科技(600582.XSHG),Long,2700Shares,2700Shares,8.8,23760,4941,6.97,-,0,1755,0Shares,26.26%,102505.62,23.18%
2014-02-11,Stock,贵州茅台(600519.XSHG),Long,100Shares,100Shares,134.04,13404,-246,136.5,-,0,118,0Shares,-1.8%,102505.62,13.08%
2014-02-11,Stock,中南传媒(601098.XSHG),Long,1600Shares,1600Shares,12.51,20016,1296,11.7,-,0,-464,0Shares,6.92%,102505.62,19.53%
2014-02-11,Stock,陆家嘴(600663.XSHG),Long,1000Shares,1000Shares,18.17,18170,360,17.81,-,0,300,0Shares,2.02%,102505.62,17.73%
2014-02-11,,Cash,,,,,9858.62,,,,,,,,0
2014-02-12,Stock,古井贡酒(000596.XSHE),Long,700Shares,700Shares,24.32,17024,898,23.037,-,0,-273,0Shares,5.57%,102664.16,16.58%
2014-02-12,Stock,天地科技(600582.XSHG),Long,1400Shares,1400Shares,8.93,12502,2744,6.97,-,0,182,0Shares,28.12%,102664.16,12.18%
2014-02-12,Stock,贵州茅台(600519.XSHG),Long,100Shares,100Shares,134.15,13415,-235,136.5,-,0,11,0Shares,-1.72%,102664.16,13.07%
2014-02-12,Stock,中南传媒(601098.XSHG),Long,1600Shares,1600Shares,12.73,20368,1648,11.7,-,0,352,0Shares,8.8%,102664.16,19.84%
2014-02-12,Stock,陆家嘴(600663.XSHG),Long,1000Shares,1000Shares,18.06,18060,250,17.81,-,0,-110,0Shares,1.4%,102664.16,17.59%
2014-02-12,,Cash,,,,,21295.16,,,,,,,,0
2014-02-13,Stock,古井贡酒(000596.XSHE),Long,700Shares,700Shares,23.27,16289,163,23.037,-,0,-735,0Shares,1.01%,101933,15.98%
2014-02-13,Stock,天地科技(600582.XSHG),Long,700Shares,700Shares,8.57,5999,1120,6.97,-,0,-252,0Shares,22.96%,101933,5.89%
2014-02-13,Stock,贵州茅台(600519.XSHG),Long,100Shares,100Shares,135.67,13567,-83,136.5,-,0,152,0Shares,-0.61%,101933,13.31%
2014-02-13,Stock,中南传媒(601098.XSHG),Long,1600Shares,1600Shares,12.69,20304,1584,11.7,-,0,-64,0Shares,8.46%,101933,19.92%
2014-02-13,Stock,陆家嘴(600663.XSHG),Long,1000Shares,1000Shares,18.33,18330,520,17.81,-,0,270,0Shares,2.92%,101933,17.98%
2014-02-13,,Cash,,,,,27444,,,,,,,,0
2014-02-14,Stock,古井贡酒(000596.XSHE),Long,700Shares,700Shares,23.8,16660,534,23.037,-,0,371,0Shares,3.31%,104243.43,15.98%
2014-02-14,Stock,天地科技(600582.XSHG),Long,400Shares,400Shares,8.95,3580,792,6.97,-,0,152,0Shares,28.41%,104243.43,3.43%
2014-02-14,Stock,贵州茅台(600519.XSHG),Long,100Shares,100Shares,142.9,14290,640,136.5,-,0,723,0Shares,4.69%,104243.43,13.71%
2014-02-14,Stock,中南传媒(601098.XSHG),Long,1600Shares,1600Shares,13.21,21136,2416,11.7,-,0,832,0Shares,12.91%,104243.43,20.28%
2014-02-14,Stock,陆家嘴(600663.XSHG),Long,1000Shares,1000Shares,18.57,18570,760,17.81,-,0,240,0Shares,4.27%,104243.43,17.81%
2014-02-14,,Cash,,,,,30007.43,,,,,,,,0
2014-02-17,Stock,古井贡酒(000596.XSHE),Long,700Shares,700Shares,24.43,17101,975,23.037,-,0,441,0Shares,6.05%,105565.69,16.2%
2014-02-17,Stock,贵州茅台(600519.XSHG),Long,100Shares,100Shares,149.98,14998,1348,136.5,-,0,708,0Shares,9.88%,105565.69,14.21%
2014-02-17,Stock,中南传媒(601098.XSHG),Long,1600Shares,1600Shares,13.29,21264,2544,11.7,-,0,128,0Shares,13.59%,105565.69,20.14%
2014-02-17,Stock,陆家嘴(600663.XSHG),Long,1000Shares,1000Shares,18.46,18460,650,17.81,-,0,-110,0Shares,3.65%,105565.69,17.49%
2014-02-17,,Cash,,,,,33742.69,,,,,,,,0
2014-02-18,Stock,古井贡酒(000596.XSHE),Long,700Shares,700Shares,23.4,16380,254,23.037,-,0,-721,0Shares,1.58%,103999.69,15.75%
2014-02-18,Stock,贵州茅台(600519.XSHG),Long,100Shares,100Shares,147.01,14701,1051,136.5,-,0,-297,0Shares,7.7%,103999.69,14.14%
2014-02-18,Stock,中南传媒(601098.XSHG),Long,1600Shares,1600Shares,13.26,21216,2496,11.7,-,0,-48,0Shares,13.33%,103999.69,20.4%
2014-02-18,Stock,陆家嘴(600663.XSHG),Long,1000Shares,1000Shares,17.96,17960,150,17.81,-,0,-500,0Shares,0.84%,103999.69,17.27%
2014-02-18,,Cash,,,,,33742.69,,,,,,,,0
2014-02-19,Stock,古井贡酒(000596.XSHE),Long,700Shares,700Shares,23.2,16240,114,23.037,-,0,-140,0Shares,0.71%,103607.69,15.67%
2014-02-19,Stock,贵州茅台(600519.XSHG),Long,100Shares,100Shares,149.53,14953,1303,136.5,-,0,252,0Shares,9.55%,103607.69,14.43%
2014-02-19,Stock,中南传媒(601098.XSHG),Long,1600Shares,1600Shares,12.87,20592,1872,11.7,-,0,-624,0Shares,10%,103607.69,19.87%
2014-02-19,Stock,陆家嘴(600663.XSHG),Long,1000Shares,1000Shares,18.08,18080,270,17.81,-,0,120,0Shares,1.52%,103607.69,17.45%
2014-02-19,,Cash,,,,,33742.69,,,,,,,,0
2014-02-20,Stock,吉林敖东(000623.XSHE),Long,1100Shares,0Shares,17.22,18942,-396,17.58,-,0,-396,1100Shares,-2.05%,102059.44,18.56%
2014-02-20,Stock,新和成(002001.XSHE),Long,1000Shares,0Shares,18.85,18850,-750,19.6,-,0,-750,1000Shares,-3.83%,102059.44,18.47%
2014-02-20,Stock,大有能源(600403.XSHG),Long,3000Shares,0Shares,6.94,20820,360,6.82,-,0,360,3000Shares,1.76%,102059.44,20.4%
2014-02-20,Stock,五粮液(000858.XSHE),Long,1200Shares,0Shares,15.8,18960,-360,16.1,-,0,-360,1200Shares,-1.86%,102059.44,18.58%
2014-02-20,Stock,重庆水务(601158.XSHG),Long,3500Shares,0Shares,5.75,20125,-315,5.84,-,0,-315,3500Shares,-1.54%,102059.44,19.72%
2014-02-20,,Cash,,,,,4362.44,,,,,,,,0
2014-02-21,Stock,吉林敖东(000623.XSHE),Long,1100Shares,1100Shares,16.81,18491,-847,17.58,-,0,-451,0Shares,-4.38%,100463.44,18.41%
2014-02-21,Stock,新和成(002001.XSHE),Long,1000Shares,1000Shares,18.68,18680,-920,19.6,-,0,-170,0Shares,-4.69%,100463.44,18.59%
2014-02-21,Stock,大有能源(600403.XSHG),Long,3000Shares,3000Shares,6.73,20190,-270,6.82,-,0,-630,0Shares,-1.32%,100463.44,20.1%
2014-02-21,Stock,五粮液(000858.XSHE),Long,1200Shares,1200Shares,15.95,19140,-180,16.1,-,0,180,0Shares,-0.93%,100463.44,19.05%
2014-02-21,Stock,重庆水务(601158.XSHG),Long,3500Shares,3500Shares,5.6,19600,-840,5.84,-,0,-525,0Shares,-4.11%,100463.44,19.51%
2014-02-21,,Cash,,,,,4362.44,,,,,,,,0
2014-02-24,Stock,吉林敖东(000623.XSHE),Long,600Shares,600Shares,16.46,9876,-672,17.58,-,0,-210,0Shares,-6.37%,98942.83,9.98%
2014-02-24,Stock,新和成(002001.XSHE),Long,500Shares,500Shares,19.03,9515,-285,19.6,-,0,175,0Shares,-2.91%,98942.83,9.62%
2014-02-24,Stock,大有能源(600403.XSHG),Long,3000Shares,3000Shares,6.46,19380,-1080,6.82,-,0,-810,0Shares,-5.28%,98942.83,19.59%
2014-02-24,Stock,五粮液(000858.XSHE),Long,1200Shares,1200Shares,15.76,18912,-408,16.1,-,0,-228,0Shares,-2.11%,98942.83,19.11%
2014-02-24,Stock,重庆水务(601158.XSHG),Long,3500Shares,3500Shares,5.52,19320,-1120,5.84,-,0,-280,0Shares,-5.48%,98942.83,19.53%
2014-02-24,,Cash,,,,,21939.83,,,,,,,,0
2014-02-25,Stock,吉林敖东(000623.XSHE),Long,300Shares,300Shares,16.04,4812,-462,17.58,-,0,-126,0Shares,-8.76%,96615.52,4.98%
2014-02-25,Stock,新和成(002001.XSHE),Long,500Shares,500Shares,18.22,9110,-690,19.6,-,0,-405,0Shares,-7.04%,96615.52,9.43%
2014-02-25,Stock,大有能源(600403.XSHG),Long,3000Shares,3000Shares,6.2,18600,-1860,6.82,-,0,-780,0Shares,-9.09%,96615.52,19.25%
2014-02-25,Stock,五粮液(000858.XSHE),Long,1200Shares,1200Shares,15.11,18132,-1188,16.1,-,0,-780,0Shares,-6.15%,96615.52,18.77%
2014-02-25,Stock,重庆水务(601158.XSHG),Long,1800Shares,1800Shares,5.41,9738,-774,5.84,-,0,-198,0Shares,-7.36%,96615.52,10.08%
2014-02-25,,Cash,,,,,36223.52,,,,,,,,0
2014-02-26,Stock,五粮液(000858.XSHE),Long,200Shares,200Shares,15.1,3020,-200,16.1,-,0,-2,0Shares,-6.21%,96368.74,3.13%
2014-02-26,,Cash,,,,,93348.74,,,,,,,,0
2014-02-27,Stock,五粮液(000858.XSHE),Long,100Shares,100Shares,15.1,1510,-100,16.1,-,0,0,0Shares,-6.21%,96365.23,1.57%
2014-02-27,,Cash,,,,,94855.23,,,,,,,,0
2014-02-28,Stock,五粮液(000858.XSHE),Long,100Shares,100Shares,15.27,1527,-83,16.1,-,0,17,0Shares,-5.16%,96382.23,1.58%
2014-02-28,,Cash,,,,,94855.23,,,,,,,,0
2014-03-03,Stock,五粮液(000858.XSHE),Long,100Shares,100Shares,15.78,1578,-32,16.1,-,0,51,0Shares,-1.99%,96433.23,1.64%
2014-03-03,,Cash,,,,,94855.23,,,,,,,,0
2014-03-04,Stock,五粮液(000858.XSHE),Long,100Shares,100Shares,15.9,1590,-20,16.1,-,0,12,0Shares,-1.24%,96445.23,1.65%
2014-03-04,,Cash,,,,,94855.23,,,,,,,,0
2014-03-05,Stock,五粮液(000858.XSHE),Long,100Shares,100Shares,16.17,1617,7,16.1,-,0,27,0Shares,0.43%,96472.23,1.68%
2014-03-05,,Cash,,,,,94855.23,,,,,,,,0
2014-03-06,Stock,五粮液(000858.XSHE),Long,1100Shares,100Shares,16.11,17721,11,16.1,-,0,4,1000Shares,0.06%,97769.59,18.13%
2014-03-06,Stock,华夏幸福(600340.XSHG),Long,900Shares,0Shares,21.56,19404,1224,20.2,-,0,1224,900Shares,6.73%,97769.59,19.85%
2014-03-06,Stock,泸州老窖(000568.XSHE),Long,1100Shares,0Shares,17.41,19151,176,17.25,-,0,176,1100Shares,0.93%,97769.59,19.59%
2014-03-06,Stock,张裕A(000869.XSHE),Long,700Shares,0Shares,25.75,18025,-259,26.12,-,0,-259,700Shares,-1.42%,97769.59,18.44%
2014-03-06,Stock,贵州茅台(600519.XSHG),Long,100Shares,0Shares,162,16200,179,160.21,-,0,179,100Shares,1.12%,97769.59,16.57%
2014-03-06,,Cash,,,,,7268.59,,,,,,,,0
2014-03-07,Stock,五粮液(000858.XSHE),Long,400Shares,400Shares,16.16,6464,24,16.1,-,0,20,0Shares,0.37%,97954.03,6.6%
2014-03-07,Stock,华夏幸福(600340.XSHG),Long,300Shares,300Shares,21.55,6465,405,20.2,-,0,-3,0Shares,6.68%,97954.03,6.6%
2014-03-07,Stock,泸州老窖(000568.XSHE),Long,400Shares,400Shares,17.5,7000,100,17.25,-,0,36,0Shares,1.45%,97954.03,7.15%
2014-03-07,Stock,张裕A(000869.XSHE),Long,300Shares,300Shares,25.7,7710,-126,26.12,-,0,-15,0Shares,-1.61%,97954.03,7.87%
2014-03-07,Stock,贵州茅台(600519.XSHG),Long,100Shares,100Shares,165.49,16549,528,160.21,-,0,349,0Shares,3.3%,97954.03,16.89%
2014-03-07,,Cash,,,,,53766.03,,,,,,,,0
2014-03-10,Stock,五粮液(000858.XSHE),Long,200Shares,200Shares,15.45,3090,-130,16.1,-,0,-142,0Shares,-4.04%,96147.35,3.21%
2014-03-10,Stock,华夏幸福(600340.XSHG),Long,300Shares,300Shares,20.88,6264,204,20.2,-,0,-201,0Shares,3.37%,96147.35,6.52%
2014-03-10,Stock,泸州老窖(000568.XSHE),Long,200Shares,200Shares,16.71,3342,-108,17.25,-,0,-158,0Shares,-3.13%,96147.35,3.48%
2014-03-10,Stock,张裕A(000869.XSHE),Long,300Shares,300Shares,24.44,7332,-504,26.12,-,0,-378,0Shares,-6.43%,96147.35,7.63%
2014-03-10,Stock,贵州茅台(600519.XSHG),Long,100Shares,100Shares,156.94,15694,-327,160.21,-,0,-855,0Shares,-2.04%,96147.35,16.32%
2014-03-10,,Cash,,,,,60425.35,,,,,,,,0
2014-03-11,Stock,五粮液(000858.XSHE),Long,200Shares,200Shares,16.59,3318,98,16.1,-,0,228,0Shares,3.04%,97517.91,3.4%
2014-03-11,Stock,华夏幸福(600340.XSHG),Long,300Shares,300Shares,22.16,6648,588,20.2,-,0,384,0Shares,9.7%,97517.91,6.82%
2014-03-11,Stock,泸州老窖(000568.XSHE),Long,200Shares,200Shares,17.58,3516,66,17.25,-,0,174,0Shares,1.91%,97517.91,3.61%
2014-03-11,Stock,张裕A(000869.XSHE),Long,200Shares,200Shares,24.78,4956,-268,26.12,-,0,68,0Shares,-5.13%,97517.91,5.08%
