,2018,2019,2020,2021,2022,2023,2024,2025,2026
00508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00517,-0.040641760262627856,0.0,0.0,-0.0015103917211899006,0.0546906148443874,0.03207479103782665,0.0,0.0,0.0
00520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.018801592050028598,-0.004788142122299137
00522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00535,0.0,0.0,0.0597293579722629,0.0,-0.01196411008197477,0.0,0.0,0.0,0.0
00546,-0.06168438488468331,0.0573472183992111,-0.06433154693180229,0.010565138258030798,-0.0421720107956374,0.0,0.0,0.0,0.0
00547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00579,0.0157743498789223,-0.0224191320409655,0.0,0.0,0.0,0.008159197433561197,0.0,0.0,0.0
00581,0.0,0.0,0.0,0.0,0.0,0.019874568290059198,0.0,-0.022896382389047922,0.0
00582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00590,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00598,0.0,0.007366157422222399,-0.04833049604574279,0.006710996410470502,0.0736912945580151,0.001520863430141501,0.0,0.0,0.0
00604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0201436911767155,0.011960057529280201
00606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033019327540451133
00612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00631,0.023008324672206197,-0.0403977604135061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00639,0.0,0.0,0.0,0.011265831279587902,0.1053224609478808,0.023447603545411602,0.0,0.0,0.0
00650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0171492790084324,0.0021293913859150256
00659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00697,0.0,0.0,-0.008184785292930099,0.0,0.03814929594493058,0.0,0.004209681821897,0.0740744978435303,0.0
00698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00709,0.0,0.0,0.0,0.0002996030029035016,-0.0649603183617954,0.0032312681789106994,0.0,0.0030025127884167687,0.0
00710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00728,0.0,0.0,0.012229592007280798,0.1189237625449108,0.0409262837766413,0.0,0.0,0.0,0.0
00732,-0.00038784270530659644,-0.021970317191645102,0.0,0.0,0.0412153750891114,0.0,-0.008592538798553602,0.003281631111395667,0.0007053042282089467
00737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00775,0.0,-0.017669943745335898,0.0,0.0,0.0,0.0,0.0,0.0,0.0012756744851984
00777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00857,0.0,0.0,0.0,0.1116099772249646,0.0,0.0,0.0,0.0,0.0
00860,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00933,0.0,0.0,0.0,0.08318003381144659,0.0,0.0,0.0,0.0,0.0
00934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00956,-0.0568916999997027,0.013744868446994398,0.007187932653335904,0.010820944690252902,0.0,0.0,0.0,0.0,0.0
00960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00968,0.12169558559564901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00978,0.0308659990032381,-0.0008207024558474973,0.0467786795217555,0.0,0.0,0.0,0.0,0.0,0.0
00981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008654717348881501,0.0
00991,0.0,0.0,0.0,0.024982412193242598,0.009269790530066095,0.002917655958955402,0.0087811201395231,0.020429992859812,0.0
00992,0.097737951994337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0485310513901456
01038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.020038574655886498
01055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0213022203562394,-0.031455652384179904
01065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01068,0.0,0.0,-0.0335121816701802,0.0,0.0,0.0,0.0,0.0,0.0
01070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01071,0.010723490723737898,-0.0051254492285423,-0.035115343056822505,0.1377031405619184,0.001486445139061399,0.0,0.0,0.0,0.0
01072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0191597398305073,0.0
01088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01114,0.0,0.0,0.0,0.0,0.0,0.0,0.2211776354254413,0.1597752575220147,0.0
01115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012259760712695761,0.0
01119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0024207484890466004,0.0
01121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01137,0.0,0.0,0.0,0.0,0.0,0.0,-0.0063065499609684,-0.01018724801617564,0.0
01138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013908229434490799
01157,-0.1050385073242775,0.1604122700670012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01258,0.0,0.0,0.0,-0.018590316090626897,0.0,0.0,0.0,0.0,0.0
01268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01277,0.0,0.0,0.0,0.0,0.0,0.0,-0.0027003682812153018,0.004654118582439699,0.0
01282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01288,0.0,0.0,-0.0015693514048001995,-0.0032772768337747003,-0.007496334664429,0.0,0.0,0.0,0.0
01293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
