"Date","AssetType","Security","Side","Quantity","AvailableQuantity","CloseOrSettlementPrice","MarketValue","UnrealizedPnL","AverageOpenPrice","AverageHoldingPriceFutures","Margin","DailyPnL","TodayQuantity","PnLRatio","PositionRatio"
"2011-04-08","","Cash","","","","","1460.67","","","","","","","","0"
"2011-04-11","Equity","002402.XSHE","Long","1700 shares","1700 shares","36.16","61472","986","35.58","-","0","-731","0 shares","1.63%","127747.67"
"2011-04-11","Equity","600760.XSHG","Long","4000 shares","4000 shares","15.7","62800","-1040","15.96","-","0","-1040","0 shares","-1.63%","127747.67"
"2011-04-11","Equity","600089.XSHG","Long","100 shares","100 shares","20.15","2015","-10","20.25","-","0","-63","0 shares","-0.49%","127747.67"
"2011-04-11","","Cash","","","","","1460.67","","","","","","","","0"
"2011-04-12","Equity","002402.XSHE","Long","1700 shares","1700 shares","36.41","61897","1411","35.58","-","0","425","0 shares","2.33%","126211.47"
"2011-04-12","Equity","600089.XSHG","Long","100 shares","100 shares","20.13","2013","-12","20.25","-","0","-2","0 shares","-0.59%","126211.47"
"2011-04-12","","Cash","","","","","62301.47","","","","","","","","0"
"2011-04-13","Equity","002402.XSHE","Long","1700 shares","1700 shares","36.78","62526","2040","35.58","-","0","629","0 shares","3.37%","126865.47"
"2011-04-13","Equity","600089.XSHG","Long","100 shares","100 shares","20.38","2038","13","20.25","-","0","25","0 shares","0.64%","126865.47"
"2011-04-13","","Cash","","","","","62301.47","","","","","","","","0"
"2011-04-14","Equity","002402.XSHE","Long","1700 shares","1700 shares","36.52","62084","1598","35.58","-","0","-442","0 shares","2.64%","126403.47"
"2011-04-14","Equity","600089.XSHG","Long","100 shares","100 shares","20.18","2018","-7","20.25","-","0","-20","0 shares","-0.35%","126403.47"
"2011-04-14","","Cash","","","","","62301.47","","","","","","","","0"
"2011-04-15","Equity","002402.XSHE","Long","1700 shares","1700 shares","36.19","61523","1037","35.58","-","0","-561","0 shares","1.71%","125830.47"
"2011-04-15","Equity","600089.XSHG","Long","100 shares","100 shares","20.06","2006","-19","20.25","-","0","-12","0 shares","-0.94%","125830.47"
"2011-04-15","","Cash","","","","","62301.47","","","","","","","","0"
"2011-04-18","Equity","002402.XSHE","Long","1700 shares","1700 shares","35.63","60571","85","35.58","-","0","-952","0 shares","0.14%","124898.47"
"2011-04-18","Equity","600089.XSHG","Long","100 shares","100 shares","20.26","2026","1","20.25","-","0","20","0 shares","0.05%","124898.47"
"2011-04-18","","Cash","","","","","62301.47","","","","","","","","0"
"2011-04-19","Equity","002402.XSHE","Long","1700 shares","1700 shares","35.15","59755","-731","35.58","-","0","-816","0 shares","-1.21%","124000.52"
"2011-04-19","","Cash","","","","","64245.52","","","","","","","","0"
"2011-04-20","Equity","002402.XSHE","Long","1700 shares","1700 shares","35.42","60214","-272","35.58","-","0","459","0 shares","-0.45%","125010.74"
"2011-04-20","Equity","002056.XSHE","Long","1900 shares","0 shares","33.25","63175","570","32.95","-","0","570","1900 shares","0.91%","125010.74"
"2011-04-20","","Cash","","","","","1621.74","","","","","","","","0"
"2011-04-21","Equity","002402.XSHE","Long","1700 shares","1700 shares","36.26","61642","1156","35.58","-","0","1428","0 shares","1.91%","127635.74"
"2011-04-21","Equity","002056.XSHE","Long","1900 shares","1900 shares","33.88","64372","1767","32.95","-","0","1197","0 shares","2.82%","127635.74"
"2011-04-21","","Cash","","","","","1621.74","","","","","","","","0"
"2011-04-22","Equity","002402.XSHE","Long","1700 shares","1700 shares","35.79","60843","357","35.58","-","0","-799","0 shares","0.59%","125962.74"
"2011-04-22","Equity","002056.XSHE","Long","1900 shares","1900 shares","33.42","63498","893","32.95","-","0","-874","0 shares","1.43%","125962.74"
"2011-04-22","","Cash","","","","","1621.74","","","","","","","","0"
"2011-04-25","Equity","002056.XSHE","Long","1900 shares","1900 shares","32.08","60952","-1653","32.95","-","0","-2546","0 shares","-2.64%","120960.74"
"2011-04-25","","Cash","","","","","60008.74","","","","","","","","0"
"2011-04-26","Equity","600803.XSHG","Long","4200 shares","0 shares","14.06","59052","252","14","-","0","252","4200 shares","0.43%","120679.43"
"2011-04-26","","Cash","","","","","61627.43","","","","","","","","0"
"2011-04-27","Equity","600803.XSHG","Long","4200 shares","4200 shares","13.96","58632","-168","14","-","0","-420","0 shares","-0.29%","120512.31"
"2011-04-27","Equity","002335.XSHE","Long","1300 shares","0 shares","23.16","30108","91","23.09","-","0","91","1300 shares","0.3%","120512.31"
"2011-04-27","Equity","002402.XSHE","Long","900 shares","0 shares","33.96","30564","180","33.76","-","0","180","900 shares","0.59%","120512.31"
"2011-04-27","","Cash","","","","","1208.31","","","","","","","","0"
