"Date","AssetType","Security","Side","Quantity","AvailableQuantity","CloseOrSettlementPrice","MarketValue","UnrealizedPnL","AverageOpenPrice","AverageHoldingPriceFutures","Margin","DailyPnL","TodayQuantity","PnLRatio","PositionRatio"
"2013-12-17","Equity","601158.XSHG","Long","6300 shares","6300 shares","6.23","39249","230","6.193","-","0","-63","0 shares","0.59%","203937.57"
"2013-12-17","Equity","601006.XSHG","Long","2600 shares","2600 shares","7.62","19812","-754","7.91","-","0","338","0 shares","-3.67%","203937.57"
"2013-12-17","Equity","600809.XSHG","Long","1000 shares","1000 shares","18.91","18910","-1080","19.99","-","0","-40","0 shares","-5.4%","203937.57"
"2013-12-17","Equity","000623.XSHE","Long","1100 shares","1100 shares","17.18","18898","-1188","18.26","-","0","44","0 shares","-5.91%","203937.57"
"2013-12-17","Equity","000883.XSHE","Long","6800 shares","6800 shares","7.27","49436","8976","5.95","-","0","3264","0 shares","22.18%","203937.57"
"2013-12-17","","Cash","","","","","57632.57","","","","","","","","0"
"2013-12-18","Equity","601158.XSHG","Long","6300 shares","6300 shares","6.16","38808","-211","6.193","-","0","-441","0 shares","-0.54%","201917.71"
"2013-12-18","Equity","601006.XSHG","Long","2600 shares","2600 shares","7.58","19708","-858","7.91","-","0","-104","0 shares","-4.17%","201917.71"
"2013-12-18","Equity","600809.XSHG","Long","500 shares","500 shares","18.49","9245","-750","19.99","-","0","-210","0 shares","-7.5%","201917.71"
"2013-12-18","Equity","000623.XSHE","Long","600 shares","600 shares","17.38","10428","-528","18.26","-","0","120","0 shares","-4.82%","201917.71"
"2013-12-18","Equity","000883.XSHE","Long","3400 shares","3400 shares","6.95","23630","3400","5.95","-","0","-1088","0 shares","16.81%","201917.71"
"2013-12-18","","Cash","","","","","100098.71","","","","","","","","0"
"2013-12-19","Equity","601158.XSHG","Long","6300 shares","6300 shares","5.99","37737","-1282","6.193","-","0","-1071","0 shares","-3.29%","201407.99"
"2013-12-19","Equity","601006.XSHG","Long","2600 shares","2600 shares","7.6","19760","-806","7.91","-","0","52","0 shares","-3.92%","201407.99"
"2013-12-19","Equity","600809.XSHG","Long","300 shares","300 shares","18.59","5577","-420","19.99","-","0","30","0 shares","-7%","201407.99"
"2013-12-19","Equity","000623.XSHE","Long","600 shares","600 shares","17.25","10350","-606","18.26","-","0","-78","0 shares","-5.53%","201407.99"
"2013-12-19","Equity","000883.XSHE","Long","3400 shares","3400 shares","7.11","24174","3944","5.95","-","0","544","0 shares","19.5%","201407.99"
"2013-12-19","","Cash","","","","","103809.99","","","","","","","","0"
"2013-12-20","Equity","601158.XSHG","Long","6300 shares","6300 shares","5.9","37170","-1849","6.193","-","0","-567","0 shares","-4.74%","198581.94"
"2013-12-20","Equity","601006.XSHG","Long","2600 shares","2600 shares","7.41","19266","-1300","7.91","-","0","-494","0 shares","-6.32%","198581.94"
"2013-12-20","Equity","600809.XSHG","Long","200 shares","200 shares","17.94","3588","-410","19.99","-","0","-130","0 shares","-10.26%","198581.94"
"2013-12-20","Equity","000623.XSHE","Long","300 shares","300 shares","17.02","5106","-372","18.26","-","0","-69","0 shares","-6.79%","198581.94"
"2013-12-20","Equity","000883.XSHE","Long","3400 shares","3400 shares","6.65","22610","2380","5.95","-","0","-1564","0 shares","11.76%","198581.94"
"2013-12-20","","Cash","","","","","110841.94","","","","","","","","0"
"2013-12-23","Equity","601158.XSHG","Long","6300 shares","6300 shares","5.82","36666","-2353","6.193","-","0","-504","0 shares","-6.03%","199820.02"
"2013-12-23","Equity","601006.XSHG","Long","1300 shares","1300 shares","7.43","9659","-624","7.91","-","0","26","0 shares","-6.07%","199820.02"
"2013-12-23","Equity","000623.XSHE","Long","200 shares","200 shares","17.25","3450","-202","18.26","-","0","46","0 shares","-5.53%","199820.02"
"2013-12-23","Equity","000883.XSHE","Long","3400 shares","3400 shares","7.15","24310","4080","5.95","-","0","1700","0 shares","20.17%","199820.02"
"2013-12-23","","Cash","","","","","125735.02","","","","","","","","0"
"2013-12-24","Equity","601158.XSHG","Long","3200 shares","3200 shares","5.88","18816","-1003.17","6.193","-","0","192","0 shares","-5.06%","200290.99"
"2013-12-24","Equity","601006.XSHG","Long","700 shares","700 shares","7.47","5229","-308","7.91","-","0","28","0 shares","-5.56%","200290.99"
"2013-12-24","Equity","000623.XSHE","Long","200 shares","200 shares","17.3","3460","-192","18.26","-","0","10","0 shares","-5.26%","200290.99"
"2013-12-24","Equity","000883.XSHE","Long","3400 shares","3400 shares","7.2","24480","4250","5.95","-","0","170","0 shares","21.01%","200290.99"
"2013-12-24","","Cash","","","","","148305.99","","","","","","","","0"
"2013-12-25","Equity","600062.XSHG","Long","1800 shares","0 shares","21.75","39150","900","21.25","-","0","900","1800 shares","2.35%","201520.09"
"2013-12-25","Equity","600196.XSHG","Long","2100 shares","0 shares","19.06","40026","651","18.75","-","0","651","2100 shares","1.65%","201520.09"
"2013-12-25","Equity","002422.XSHE","Long","800 shares","0 shares","46","36800","0","46","-","0","0","800 shares","0%","201520.09"
"2013-12-25","Equity","600018.XSHG","Long","7600 shares","0 shares","5.2","39520","0","5.2","-","0","0","7600 shares","0%","201520.09"
"2013-12-25","Equity","600252.XSHG","Long","2900 shares","0 shares","13.79","39991","638","13.57","-","0","638","2900 shares","1.62%","201520.09"
"2013-12-25","","Cash","","","","","6033.09","","","","","","","","0"
"2013-12-26","Equity","600062.XSHG","Long","1800 shares","1800 shares","21.64","38952","702","21.25","-","0","-198","0 shares","1.84%","199759.09"
"2013-12-26","Equity","600196.XSHG","Long","2100 shares","2100 shares","19.52","40992","1617","18.75","-","0","966","0 shares","4.11%","199759.09"
"2013-12-26","Equity","002422.XSHE","Long","800 shares","800 shares","44.85","35880","-920","46","-","0","-920","0 shares","-2.5%","199759.09"
"2013-12-26","Equity","600018.XSHG","Long","7600 shares","7600 shares","5.16","39216","-304","5.2","-","0","-304","0 shares","-0.77%","199759.09"
"2013-12-26","Equity","600252.XSHG","Long","2900 shares","2900 shares","13.34","38686","-667","13.57","-","0","-1305","0 shares","-1.69%","199759.09"
"2013-12-26","","Cash","","","","","6033.09","","","","","","","","0"
"2013-12-27","Equity","600062.XSHG","Long","1800 shares","1800 shares","21.88","39384","1134","21.25","-","0","432","0 shares","2.96%","201580.09"
