Date,Security_Type,Symbol,Side,Quantity,Available_Qty,Close_Price,Market_Value,Floating_PnL,Avg_Open_Price,Avg_Position_Price,Margin,Daily_PnL,Today_Lots,PnL_Ratio,Position_Weight
2024-01-12,Stock,陕西煤业(601225.XSHG),Long,900Shares,900Shares,22.5,20250,1620,20.7,-,0,315,0Shares,8.7%,103571.51,19.55%
2024-01-12,,Cash,,,,,4988.51,,,,,,,,0
2024-01-15,Stock,北新建材(000786.XSHE),Long,800Shares,800Shares,27.51,22008,2200,24.76,-,0,1208,0Shares,11.11%,105360.51,20.89%
2024-01-15,Stock,华润三九(000999.XSHE),Long,400Shares,400Shares,50.53,20212,320,49.73,-,0,408,0Shares,1.61%,105360.51,19.18%
2024-01-15,Stock,藏格矿业(000408.XSHE),Long,700Shares,700Shares,26.67,18669,889,25.4,-,0,-511,0Shares,5%,105360.51,17.72%
2024-01-15,Stock,中国海油(600938.XSHG),Long,900Shares,900Shares,20.91,18819,-54,20.97,-,0,270,0Shares,-0.29%,105360.51,17.86%
2024-01-15,Stock,陕西煤业(601225.XSHG),Long,900Shares,900Shares,22.96,20664,2034,20.7,-,0,414,0Shares,10.92%,105360.51,19.61%
2024-01-15,,Cash,,,,,4988.51,,,,,,,,0
2024-01-16,Stock,藏格矿业(000408.XSHE),Long,700Shares,700Shares,26.75,18725,945,25.4,-,0,56,0Shares,5.31%,105244.15,17.79%
2024-01-16,Stock,天齐锂业(002466.XSHE),Long,300Shares,0Shares,58.07,17421,138,57.61,-,0,138,300Shares,0.8%,105244.15,16.55%
2024-01-16,Stock,上港集团(600018.XSHG),Long,3900Shares,0Shares,5.36,20904,39,5.35,-,0,39,3900Shares,0.19%,105244.15,19.86%
2024-01-16,,Cash,,,,,48194.15,,,,,,,,0
2024-01-17,Stock,藏格矿业(000408.XSHE),Long,700Shares,700Shares,26.21,18347,567,25.4,-,0,-378,0Shares,3.19%,104200.15,17.61%
2024-01-17,Stock,天齐锂业(002466.XSHE),Long,300Shares,300Shares,56.5,16950,-333,57.61,-,0,-471,0Shares,-1.93%,104200.15,16.27%
2024-01-17,Stock,上港集团(600018.XSHG),Long,3900Shares,3900Shares,5.31,20709,-156,5.35,-,0,-195,0Shares,-0.75%,104200.15,19.87%
2024-01-17,,Cash,,,,,48194.15,,,,,,,,0
2024-01-18,Stock,藏格矿业(000408.XSHE),Long,700Shares,700Shares,26.27,18389,609,25.4,-,0,42,0Shares,3.43%,104689.15,17.57%
2024-01-18,Stock,天齐锂业(002466.XSHE),Long,300Shares,300Shares,58.38,17514,231,57.61,-,0,564,0Shares,1.34%,104689.15,16.73%
2024-01-18,Stock,上港集团(600018.XSHG),Long,3900Shares,3900Shares,5.28,20592,-273,5.35,-,0,-117,0Shares,-1.31%,104689.15,19.67%
2024-01-18,,Cash,,,,,48194.15,,,,,,,,0
2024-01-19,Stock,藏格矿业(000408.XSHE),Long,700Shares,700Shares,26.11,18277,497,25.4,-,0,-112,0Shares,2.8%,104337.15,17.52%
2024-01-19,Stock,天齐锂业(002466.XSHE),Long,300Shares,300Shares,57.45,17235,-48,57.61,-,0,-279,0Shares,-0.28%,104337.15,16.52%
2024-01-19,Stock,上港集团(600018.XSHG),Long,3900Shares,3900Shares,5.29,20631,-234,5.35,-,0,39,0Shares,-1.12%,104337.15,19.77%
2024-01-19,,Cash,,,,,48194.15,,,,,,,,0
2024-01-22,Stock,藏格矿业(000408.XSHE),Long,700Shares,700Shares,25.21,17647,-133,25.4,-,0,-630,0Shares,-0.75%,102426.15,17.23%
2024-01-22,Stock,天齐锂业(002466.XSHE),Long,300Shares,300Shares,55,16500,-783,57.61,-,0,-735,0Shares,-4.53%,102426.15,16.11%
2024-01-22,Stock,上港集团(600018.XSHG),Long,3900Shares,3900Shares,5.15,20085,-780,5.35,-,0,-546,0Shares,-3.74%,102426.15,19.61%
2024-01-22,,Cash,,,,,48194.15,,,,,,,,0
2024-01-23,Stock,藏格矿业(000408.XSHE),Long,700Shares,700Shares,25.59,17913,133,25.4,-,0,266,0Shares,0.75%,103001.68,17.39%
2024-01-23,Stock,天齐锂业(002466.XSHE),Long,200Shares,200Shares,55.58,11116,-406,57.61,-,0,116,0Shares,-3.52%,103001.68,10.79%
2024-01-23,Stock,上港集团(600018.XSHG),Long,3900Shares,3900Shares,5.21,20319,-546,5.35,-,0,234,0Shares,-2.62%,103001.68,19.73%
2024-01-23,,Cash,,,,,53653.68,,,,,,,,0
2024-01-24,Stock,藏格矿业(000408.XSHE),Long,700Shares,700Shares,25.7,17990,210,25.4,-,0,77,0Shares,1.18%,103685.68,17.35%
2024-01-24,Stock,天齐锂业(002466.XSHE),Long,200Shares,200Shares,55.3,11060,-462,57.61,-,0,-56,0Shares,-4.01%,103685.68,10.67%
2024-01-24,Stock,上港集团(600018.XSHG),Long,3900Shares,3900Shares,5.38,20982,117,5.35,-,0,663,0Shares,0.56%,103685.68,20.24%
2024-01-24,,Cash,,,,,53653.68,,,,,,,,0
2024-01-25,Stock,藏格矿业(000408.XSHE),Long,700Shares,700Shares,26.24,18368,588,25.4,-,0,378,0Shares,3.31%,104595.68,17.56%
2024-01-25,Stock,天齐锂业(002466.XSHE),Long,200Shares,200Shares,56.01,11202,-320,57.61,-,0,142,0Shares,-2.78%,104595.68,10.71%
2024-01-25,Stock,上港集团(600018.XSHG),Long,3900Shares,3900Shares,5.48,21372,507,5.35,-,0,390,0Shares,2.43%,104595.68,20.43%
2024-01-25,,Cash,,,,,53653.68,,,,,,,,0
2024-01-26,Stock,藏格矿业(000408.XSHE),Long,700Shares,700Shares,26.66,18662,882,25.4,-,0,294,0Shares,4.96%,104881.68,17.79%
2024-01-26,Stock,天齐锂业(002466.XSHE),Long,200Shares,200Shares,54.8,10960,-562,57.61,-,0,-242,0Shares,-4.88%,104881.68,10.45%
2024-01-26,Stock,上港集团(600018.XSHG),Long,3900Shares,3900Shares,5.54,21606,741,5.35,-,0,234,0Shares,3.55%,104881.68,20.6%
2024-01-26,,Cash,,,,,53653.68,,,,,,,,0
2024-01-29,Stock,藏格矿业(000408.XSHE),Long,700Shares,700Shares,25.59,17913,133,25.4,-,0,-749,0Shares,0.75%,103335.68,17.33%
2024-01-29,Stock,天齐锂业(002466.XSHE),Long,200Shares,200Shares,51.01,10202,-1320,57.61,-,0,-758,0Shares,-11.46%,103335.68,9.87%
2024-01-29,Stock,上港集团(600018.XSHG),Long,3900Shares,3900Shares,5.53,21567,702,5.35,-,0,-39,0Shares,3.36%,103335.68,20.87%
2024-01-29,,Cash,,,,,53653.68,,,,,,,,0
2024-01-30,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,5.52,20976,646,5.35,-,0,-38,0Shares,3.18%,102759.97,20.41%
2024-01-30,Stock,中国海油(600938.XSHG),Long,900Shares,0Shares,22.89,20601,261,22.6,-,0,261,900Shares,1.28%,102759.97,20.05%
2024-01-30,Stock,中国神华(601088.XSHG),Long,500Shares,0Shares,35.76,17880,30,35.7,-,0,30,500Shares,0.17%,102759.97,17.4%
2024-01-30,Stock,北新建材(000786.XSHE),Long,700Shares,0Shares,26.94,18858,-595,27.79,-,0,-595,700Shares,-3.06%,102759.97,18.35%
2024-01-30,Stock,陕西煤业(601225.XSHG),Long,800Shares,0Shares,23.86,19088,104,23.73,-,0,104,800Shares,0.55%,102759.97,18.58%
2024-01-30,,Cash,,,,,5356.97,,,,,,,,0
2024-01-31,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,5.52,20976,646,5.35,-,0,0,0Shares,3.18%,103579.97,20.25%
2024-01-31,Stock,中国海油(600938.XSHG),Long,900Shares,900Shares,22.94,20646,306,22.6,-,0,45,0Shares,1.5%,103579.97,19.93%
2024-01-31,Stock,中国神华(601088.XSHG),Long,500Shares,500Shares,37.12,18560,710,35.7,-,0,680,0Shares,3.98%,103579.97,17.92%
2024-01-31,Stock,北新建材(000786.XSHE),Long,700Shares,700Shares,26.71,18697,-756,27.79,-,0,-161,0Shares,-3.89%,103579.97,18.05%
2024-01-31,Stock,陕西煤业(601225.XSHG),Long,800Shares,800Shares,24.18,19344,360,23.73,-,0,256,0Shares,1.9%,103579.97,18.68%
2024-01-31,,Cash,,,,,5356.97,,,,,,,,0
2024-02-01,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,5.51,20938,608,5.35,-,0,-38,0Shares,2.99%,102111.07,20.51%
2024-02-01,Stock,中国海油(600938.XSHG),Long,900Shares,900Shares,22.18,19962,-378,22.6,-,0,-684,0Shares,-1.86%,102111.07,19.55%
2024-02-01,Stock,中国神华(601088.XSHG),Long,500Shares,500Shares,36.3,18150,300,35.7,-,0,-410,0Shares,1.68%,102111.07,17.77%
2024-02-01,Stock,北新建材(000786.XSHE),Long,400Shares,400Shares,26.67,10668,-448,27.79,-,0,-16,0Shares,-4.03%,102111.07,10.45%
2024-02-01,Stock,陕西煤业(601225.XSHG),Long,800Shares,800Shares,23.93,19144,160,23.73,-,0,-200,0Shares,0.84%,102111.07,18.75%
2024-02-01,,Cash,,,,,13249.07,,,,,,,,0
2024-02-02,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,5.52,20976,646,5.35,-,0,38,0Shares,3.18%,102876.07,20.39%
2024-02-02,Stock,中国海油(600938.XSHG),Long,900Shares,900Shares,22.37,20133,-207,22.6,-,0,171,0Shares,-1.02%,102876.07,19.57%
2024-02-02,Stock,中国神华(601088.XSHG),Long,500Shares,500Shares,37.02,18510,660,35.7,-,0,360,0Shares,3.7%,102876.07,17.99%
2024-02-02,Stock,北新建材(000786.XSHE),Long,400Shares,400Shares,26.92,10768,-348,27.79,-,0,100,0Shares,-3.13%,102876.07,10.47%
2024-02-02,Stock,陕西煤业(601225.XSHG),Long,800Shares,800Shares,24.05,19240,256,23.73,-,0,96,0Shares,1.35%,102876.07,18.7%
2024-02-02,,Cash,,,,,13249.07,,,,,,,,0
2024-02-05,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,5.46,20748,418,5.35,-,0,-228,0Shares,2.06%,104222.07,19.91%
2024-02-05,Stock,中国海油(600938.XSHG),Long,900Shares,900Shares,23.04,20736,396,22.6,-,0,603,0Shares,1.95%,104222.07,19.9%
2024-02-05,Stock,中国神华(601088.XSHG),Long,500Shares,500Shares,38.13,19065,1215,35.7,-,0,555,0Shares,6.81%,104222.07,18.29%
2024-02-05,Stock,北新建材(000786.XSHE),Long,400Shares,400Shares,27.06,10824,-292,27.79,-,0,56,0Shares,-2.63%,104222.07,10.39%
2024-02-05,Stock,陕西煤业(601225.XSHG),Long,800Shares,800Shares,24.5,19600,616,23.73,-,0,360,0Shares,3.24%,104222.07,18.81%
2024-02-05,,Cash,,,,,13249.07,,,,,,,,0
2024-02-06,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,5.59,21242,912,5.35,-,0,494,0Shares,4.49%,104504.07,20.33%
2024-02-06,Stock,中国海油(600938.XSHG),Long,900Shares,900Shares,22.87,20583,243,22.6,-,0,-153,0Shares,1.19%,104504.07,19.7%
2024-02-06,Stock,中国神华(601088.XSHG),Long,500Shares,500Shares,37.74,18870,1020,35.7,-,0,-195,0Shares,5.71%,104504.07,18.06%
2024-02-06,Stock,北新建材(000786.XSHE),Long,400Shares,400Shares,27.94,11176,60,27.79,-,0,352,0Shares,0.54%,104504.07,10.69%
2024-02-06,Stock,陕西煤业(601225.XSHG),Long,800Shares,800Shares,24.23,19384,400,23.73,-,0,-216,0Shares,2.11%,104504.07,18.55%
2024-02-06,,Cash,,,,,13249.07,,,,,,,,0
2024-02-07,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,5.4,20520,190,5.35,-,0,-722,0Shares,0.93%,104221.07,19.69%
2024-02-07,Stock,中国海油(600938.XSHG),Long,900Shares,900Shares,23.01,20709,369,22.6,-,0,126,0Shares,1.81%,104221.07,19.87%
2024-02-07,Stock,中国神华(601088.XSHG),Long,500Shares,500Shares,38.59,19295,1445,35.7,-,0,425,0Shares,8.1%,104221.07,18.51%
2024-02-07,Stock,北新建材(000786.XSHE),Long,400Shares,400Shares,28.08,11232,116,27.79,-,0,56,0Shares,1.04%,104221.07,10.78%
2024-02-07,Stock,陕西煤业(601225.XSHG),Long,800Shares,800Shares,24.02,19216,232,23.73,-,0,-168,0Shares,1.22%,104221.07,18.44%
2024-02-07,,Cash,,,,,13249.07,,,,,,,,0
2024-02-08,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,5.3,20140,-190,5.35,-,0,-380,0Shares,-0.93%,103897.07,19.38%
2024-02-08,Stock,中国海油(600938.XSHG),Long,900Shares,900Shares,22.85,20565,225,22.6,-,0,-144,0Shares,1.11%,103897.07,19.79%
2024-02-08,Stock,中国神华(601088.XSHG),Long,500Shares,500Shares,38.07,19035,1185,35.7,-,0,-260,0Shares,6.64%,103897.07,18.32%
2024-02-08,Stock,北新建材(000786.XSHE),Long,400Shares,400Shares,28.89,11556,440,27.79,-,0,324,0Shares,3.96%,103897.07,11.12%
2024-02-08,Stock,陕西煤业(601225.XSHG),Long,800Shares,800Shares,24.19,19352,368,23.73,-,0,136,0Shares,1.94%,103897.07,18.63%
2024-02-08,,Cash,,,,,13249.07,,,,,,,,0
2024-02-19,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,5.43,20634,304,5.35,-,0,494,0Shares,1.5%,107729.07,19.15%
2024-02-19,Stock,中国海油(600938.XSHG),Long,900Shares,900Shares,24.61,22149,1809,22.6,-,0,1584,0Shares,8.89%,107729.07,20.56%
2024-02-19,Stock,中国神华(601088.XSHG),Long,500Shares,500Shares,39.81,19905,2055,35.7,-,0,870,0Shares,11.51%,107729.07,18.48%
2024-02-19,Stock,北新建材(000786.XSHE),Long,400Shares,400Shares,28.74,11496,380,27.79,-,0,-60,0Shares,3.42%,107729.07,10.67%
2024-02-19,Stock,陕西煤业(601225.XSHG),Long,800Shares,800Shares,25.37,20296,1312,23.73,-,0,944,0Shares,6.91%,107729.07,18.84%
2024-02-19,,Cash,,,,,13249.07,,,,,,,,0
2024-02-20,Stock,上港集团(600018.XSHG),Long,3800Shares,3800Shares,5.56,21128,798,5.35,-,0,494,0Shares,3.93%,108409.07,19.49%
2024-02-20,Stock,中国海油(600938.XSHG),Long,900Shares,900Shares,24.48,22032,1692,22.6,-,0,-117,0Shares,8.32%,108409.07,20.32%
2024-02-20,Stock,中国神华(601088.XSHG),Long,500Shares,500Shares,39.76,19880,2030,35.7,-,0,-25,0Shares,11.37%,108409.07,18.34%
2024-02-20,Stock,北新建材(000786.XSHE),Long,400Shares,400Shares,29.06,11624,508,27.79,-,0,128,0Shares,4.57%,108409.07,10.72%
2024-02-20,Stock,陕西煤业(601225.XSHG),Long,800Shares,800Shares,25.62,20496,1512,23.73,-,0,200,0Shares,7.96%,108409.07,18.91%
2024-02-20,,Cash,,,,,13249.07,,,,,,,,0
2024-02-21,Stock,欧派家居(603833.XSHG),Long,300Shares,0Shares,70.15,21045,1092,66.51,-,0,1092,300Shares,5.47%,111364.97,18.9%
2024-02-21,Stock,五粮液(000858.XSHE),Long,100Shares,0Shares,141.02,14102,762,133.4,-,0,762,100Shares,5.71%,111364.97,12.66%
2024-02-21,Stock,洋河Shares份(002304.XSHE),Long,200Shares,0Shares,101.68,20336,936,97,-,0,936,200Shares,4.82%,111364.97,18.26%
2024-02-21,Stock,亿联网络(300628.XSHE),Long,700Shares,0Shares,28,19600,378,27.46,-,0,378,700Shares,1.97%,111364.97,17.6%
2024-02-21,Stock,大华Shares份(002236.XSHE),Long,1200Shares,0Shares,17.84,21408,48,17.8,-,0,48,1200Shares,0.22%,111364.97,19.22%
2024-02-21,,Cash,,,,,14873.97,,,,,,,,0
2024-02-22,Stock,欧派家居(603833.XSHG),Long,300Shares,300Shares,69.08,20724,771,66.51,-,0,-321,0Shares,3.86%,111840.97,18.53%
2024-02-22,Stock,五粮液(000858.XSHE),Long,100Shares,100Shares,141.1,14110,770,133.4,-,0,8,0Shares,5.77%,111840.97,12.62%
2024-02-22,Stock,洋河Shares份(002304.XSHE),Long,200Shares,200Shares,102.3,20460,1060,97,-,0,124,0Shares,5.46%,111840.97,18.29%
2024-02-22,Stock,亿联网络(300628.XSHE),Long,700Shares,700Shares,28.35,19845,623,27.46,-,0,245,0Shares,3.24%,111840.97,17.74%
2024-02-22,Stock,大华Shares份(002236.XSHE),Long,1200Shares,1200Shares,18.19,21828,468,17.8,-,0,420,0Shares,2.19%,111840.97,19.52%
2024-02-22,,Cash,,,,,14873.97,,,,,,,,0
2024-02-23,Stock,欧派家居(603833.XSHG),Long,300Shares,300Shares,68.54,20562,609,66.51,-,0,-162,0Shares,3.05%,111211.97,18.49%
2024-02-23,Stock,五粮液(000858.XSHE),Long,100Shares,100Shares,141.71,14171,831,133.4,-,0,61,0Shares,6.23%,111211.97,12.74%
2024-02-23,Stock,洋河Shares份(002304.XSHE),Long,200Shares,200Shares,101.79,20358,958,97,-,0,-102,0Shares,4.94%,111211.97,18.31%
2024-02-23,Stock,亿联网络(300628.XSHE),Long,700Shares,700Shares,28.05,19635,413,27.46,-,0,-210,0Shares,2.15%,111211.97,17.66%
2024-02-23,Stock,大华Shares份(002236.XSHE),Long,1200Shares,1200Shares,18.01,21612,252,17.8,-,0,-216,0Shares,1.18%,111211.97,19.43%
2024-02-23,,Cash,,,,,14873.97,,,,,,,,0
2024-02-26,Stock,欧派家居(603833.XSHG),Long,300Shares,300Shares,70,21000,1047,66.51,-,0,438,0Shares,5.25%,111979.97,18.75%
2024-02-26,Stock,五粮液(000858.XSHE),Long,100Shares,100Shares,139.76,13976,636,133.4,-,0,-195,0Shares,4.77%,111979.97,12.48%
2024-02-26,Stock,洋河Shares份(002304.XSHE),Long,200Shares,200Shares,100.3,20060,660,97,-,0,-298,0Shares,3.4%,111979.97,17.91%
2024-02-26,Stock,亿联网络(300628.XSHE),Long,700Shares,700Shares,29.14,20398,1176,27.46,-,0,763,0Shares,6.12%,111979.97,18.22%
2024-02-26,Stock,大华Shares份(002236.XSHE),Long,1200Shares,1200Shares,18.06,21672,312,17.8,-,0,60,0Shares,1.46%,111979.97,19.35%
2024-02-26,,Cash,,,,,14873.97,,,,,,,,0
2024-02-27,Stock,欧派家居(603833.XSHG),Long,300Shares,300Shares,69.55,20865,912,66.51,-,0,-135,0Shares,4.57%,113310.97,18.41%
2024-02-27,Stock,五粮液(000858.XSHE),Long,100Shares,100Shares,139.76,13976,636,133.4,-,0,0,0Shares,4.77%,113310.97,12.33%
2024-02-27,Stock,洋河Shares份(002304.XSHE),Long,200Shares,200Shares,100.38,20076,676,97,-,0,16,0Shares,3.48%,113310.97,17.72%
2024-02-27,Stock,亿联网络(300628.XSHE),Long,700Shares,700Shares,29.72,20804,1582,27.46,-,0,406,0Shares,8.23%,113310.97,18.36%
2024-02-27,Stock,大华Shares份(002236.XSHE),Long,1200Shares,1200Shares,18.93,22716,1356,17.8,-,0,1044,0Shares,6.35%,113310.97,20.05%
2024-02-27,,Cash,,,,,14873.97,,,,,,,,0
2024-02-28,Stock,欧派家居(603833.XSHG),Long,300Shares,300Shares,68.6,20580,627,66.51,-,0,-285,0Shares,3.14%,110508.97,18.62%
2024-02-28,Stock,五粮液(000858.XSHE),Long,100Shares,100Shares,139.53,13953,613,133.4,-,0,-23,0Shares,4.6%,110508.97,12.63%
2024-02-28,Stock,洋河Shares份(002304.XSHE),Long,200Shares,200Shares,99.39,19878,478,97,-,0,-198,0Shares,2.46%,110508.97,17.99%
2024-02-28,Stock,亿联网络(300628.XSHE),Long,700Shares,700Shares,28.24,19768,546,27.46,-,0,-1036,0Shares,2.84%,110508.97,17.89%
2024-02-28,Stock,大华Shares份(002236.XSHE),Long,1200Shares,1200Shares,17.88,21456,96,17.8,-,0,-1260,0Shares,0.45%,110508.97,19.42%
2024-02-28,,Cash,,,,,14873.97,,,,,,,,0
2024-02-29,Stock,欧派家居(603833.XSHG),Long,300Shares,300Shares,69.48,20844,891,66.51,-,0,264,0Shares,4.47%,112892.97,18.46%
2024-02-29,Stock,五粮液(000858.XSHE),Long,100Shares,100Shares,142.25,14225,885,133.4,-,0,272,0Shares,6.63%,112892.97,12.6%
