date,rolling_60d_turnover_hkd
2022-07-06,487342.05174504186
2022-07-07,479402.09167003195
2022-07-08,482909.7367256045
2022-07-11,488083.31410042086
2022-07-12,485514.47102315666
2022-07-13,488659.7069131877
2022-07-14,491267.7504306303
2022-07-15,491269.9997650584
2022-07-18,489599.6589536947
2022-07-19,487800.31612072047
2022-07-20,488725.18330698885
2022-07-21,490586.6294000361
2022-07-22,492295.31828210095
2022-07-25,494305.69236438524
2022-07-26,494527.0721962295
2022-07-27,497695.8123195703
2022-07-28,493260.24567497097
2022-07-29,502590.1156810664
2022-08-01,508263.56166046654
2022-08-02,516314.4345743385
2022-08-03,513069.8455955877
2022-08-04,512455.6223299073
2022-08-05,508974.3130594126
2022-08-08,507030.50411219266
2022-08-09,507774.4550985646
2022-08-10,503981.4623837853
2022-08-11,502378.9863117333
2022-08-12,500349.21412438067
2022-08-15,499328.2800886373
2022-08-16,499686.8277278571
2022-08-17,466315.2564286511
2022-08-18,455960.11362499685
2022-08-19,452091.0704098124
2022-08-22,459644.76924309286
2022-08-23,464353.1736468849
2022-08-24,471046.17265426955
2022-08-25,463818.7704113676
2022-08-26,460746.1440842246
2022-08-29,459498.8518745353
2022-08-30,456233.7285466459
2022-08-31,452888.3997310936
2022-09-01,448549.2450430013
2022-09-02,447045.9154704031
2022-09-05,446674.139363393
2022-09-06,446290.41717252985
2022-09-07,437342.4968181726
2022-09-08,448587.96314727876
2022-09-09,457106.8109377854
2022-09-13,462997.1749616513
2022-09-14,466744.4069102326
2022-09-15,466405.858235714
2022-09-16,469908.6043754995
2022-09-19,471240.71932894236
2022-09-20,471415.08662565413
2022-09-21,466324.4714129696
2022-09-22,459388.2932405112
2022-09-23,458532.44465252414
2022-09-26,450207.16495460004
2022-09-27,450824.2201447548
2022-09-28,451246.4301390565
2022-09-29,420563.79085163807
2022-09-30,396894.8528493399
2022-10-03,390540.85102434584
2022-10-05,397319.40942639956
2022-10-06,399232.5690931585
2022-10-07,394534.214844594
2022-10-10,398576.61113951483
2022-10-11,396847.26515491644
2022-10-12,393464.1814191974
2022-10-13,393397.2899036659
2022-10-14,390549.6657171207
2022-10-17,387279.83764260175
2022-10-18,384580.4782450346
2022-10-19,381902.163436646
2022-10-20,382012.41823791905
2022-10-21,376913.3129612788
2022-10-24,376641.8339330256
2022-10-25,357099.9251615132
2022-10-26,349656.84841372404
2022-10-27,329916.60367376753
2022-10-28,328998.89283724246
2022-10-31,328650.9233959644
2022-11-01,328045.72106674704
2022-11-02,326917.1988289293
2022-11-03,326462.3207619749
2022-11-04,331424.9404842069
2022-11-07,332150.8538671489
2022-11-08,331754.33415163343
2022-11-09,331179.30212441325
2022-11-10,330389.2991896848
2022-11-11,334771.10486648977
2022-11-14,343494.9417411223
2022-11-15,340581.3055924115
2022-11-16,343207.685683099
2022-11-17,337576.19859214104
2022-11-18,340232.60362092376
2022-11-21,340665.63051801425
2022-11-22,343970.83506749175
2022-11-23,350151.38998680847
2022-11-24,358794.8829047087
2022-11-25,366257.64411439444
2022-11-28,371281.28816784266
2022-11-29,377247.2128002796
2022-11-30,385409.37506509013
2022-12-01,386637.4957238562
2022-12-02,417841.304030703
2022-12-05,419708.6650635166
2022-12-06,422885.83681627025
2022-12-07,422102.17688231566
2022-12-08,436245.5309125298
2022-12-09,446199.7675772114
2022-12-12,442616.32885393646
2022-12-13,443861.7773756111
2022-12-14,445553.18602275016
2022-12-15,445716.0092164995
2022-12-16,445868.7992807013
2022-12-19,446547.60056234075
2022-12-20,447881.8469897965
2022-12-21,448175.83786020946
2022-12-22,448160.4974155249
2022-12-23,441771.8108051105
2022-12-28,445576.3549237856
2022-12-29,455981.49821109226
2022-12-30,449681.97339778324
2023-01-03,458408.18657149153
2023-01-04,466188.68738846766
2023-01-05,463619.3752264802
2023-01-06,472620.390949866
2023-01-09,473294.3245604977
2023-01-10,473005.7035675791
2023-01-11,474627.81776930037
2023-01-12,475135.8348935811
2023-01-13,475077.2527859642
2023-01-16,474448.6612869213
2023-01-17,482296.19573206885
2023-01-18,557477.2983784383
2023-01-19,548453.1962015536
2023-01-20,554335.3967185759
2023-01-26,566692.7803534818
2023-01-27,578649.6251111525
2023-01-30,604000.1869314098
2023-01-31,609875.2846371937
2023-02-01,613100.4287458182
2023-02-02,617956.472484675
2023-02-03,619818.0310075334
2023-02-06,617334.1020340227
2023-02-07,617514.7693885559
2023-02-08,620242.7637280147
2023-02-09,622411.7632405623
2023-02-10,622838.2981308856
2023-02-13,596305.7536223081
2023-02-14,584356.4341898964
2023-02-15,592238.9194389126
2023-02-16,589024.9346223025
2023-02-17,599211.8343420415
2023-02-20,593518.1186870915
2023-02-21,599441.9320225961
2023-02-22,603313.4573385227
2023-02-23,602633.8455346965
2023-02-24,601356.3348634612
2023-02-27,595556.2701443442
2023-02-28,599427.7353594308
2023-03-01,598539.6187214424
2023-03-02,593692.4307606417
2023-03-03,596120.828976453
2023-03-06,526558.3560790857
2023-03-07,520235.90790445247
2023-03-08,516581.171922068
2023-03-09,523473.33139238687
2023-03-10,512130.8629494121
2023-03-13,508108.50828423875
2023-03-14,508925.0493083152
2023-03-15,506300.0067497585
2023-03-16,506291.7169686526
2023-03-17,505624.9187239215
2023-03-20,507203.614578525
2023-03-21,511784.8791571038
2023-03-22,517982.9485518976
2023-03-23,517690.2675401201
2023-03-24,517347.2437821169
2023-03-27,523598.7166685878
2023-03-28,525897.754049804
2023-03-29,517782.34250163205
2023-03-30,515075.24836375075
2023-03-31,512680.4895324119
2023-04-03,504801.7833074358
2023-04-04,505157.5675921897
2023-04-06,499843.3315393806
2023-04-11,500155.980960593
2023-04-12,501091.54113833734
2023-04-13,501777.8863327945
2023-04-14,503458.6899922397
2023-04-17,503756.28980613715
2023-04-18,504242.4048277543
2023-04-19,496453.68152499845
2023-04-20,439533.75871492055
2023-04-21,463386.3728973254
2023-04-24,461265.64644875546
2023-04-25,462242.76432382484
2023-04-26,469057.5000452037
2023-04-27,457555.92223245936
2023-04-28,478678.2452544156
2023-05-02,476091.2859939223
2023-05-03,474753.9474823279
2023-05-04,488983.62302101427
2023-05-05,497905.02487507055
2023-05-08,502686.8180493683
2023-05-09,507036.4849323646
2023-05-10,516618.9267634634
2023-05-11,520608.07987338654
2023-05-12,577234.2683258515
2023-05-15,609065.8312807328
2023-05-16,617665.3998651641
2023-05-17,617825.8600419542
2023-05-18,613837.0568909232
2023-05-19,620953.9161799843
2023-05-22,617071.9089923191
2023-05-23,620699.5307657563
2023-05-24,616565.0205559531
2023-05-25,608829.8185342357
2023-05-29,607104.5549314256
2023-05-30,601012.8943887334
2023-05-31,597873.6162310397
2023-06-01,596105.0440850289
2023-06-02,592695.0039596356
2023-06-05,625458.8030244566
2023-06-06,622477.7277073332
2023-06-07,625242.0300554618
2023-06-08,628035.9427859004
2023-06-09,628491.3091986416
2023-06-12,634026.9448965231
2023-06-13,638586.7329625115
2023-06-14,646847.4875850888
2023-06-15,656688.8285129804
2023-06-16,661618.7196461032
2023-06-19,660090.4496016856
2023-06-20,656323.0490861654
2023-06-21,652019.464349366
2023-06-23,656333.9696548486
2023-06-26,656402.6064033898
2023-06-27,676057.0375148876
2023-06-28,669171.4526373267
2023-06-29,693936.8081236741
2023-06-30,705386.8227237111
2023-07-03,707483.6544483877
2023-07-04,713795.3126661739
2023-07-05,708554.2394540041
2023-07-06,710232.5156149477
2023-07-07,712280.5180894888
2023-07-10,720040.8989151514
2023-07-11,728924.6584787287
2023-07-12,730308.4749238263
2023-07-13,740211.29433901
2023-07-14,745523.9594663287
2023-07-17,744636.9562061124
2023-07-18,724991.0118421508
2023-07-19,706371.3870174624
2023-07-20,711690.1049468388
2023-07-21,705732.8452231006
2023-07-24,692743.9351853515
2023-07-25,687524.2835063916
2023-07-26,663440.9178848288
2023-07-27,673965.8638612455
2023-07-28,678893.4057069627
2023-07-31,666876.7709512752
2023-08-01,661124.3375397797
2023-08-02,655233.9397101065
2023-08-03,648156.2784876513
2023-08-04,636038.9962981377
2023-08-07,631317.5270220592
2023-08-08,562702.5753331351
2023-08-09,519837.18455976405
2023-08-10,497100.35117533524
2023-08-11,483556.0336100859
2023-08-14,478183.56964399654
2023-08-15,464581.5800379082
2023-08-16,459860.6062388116
2023-08-17,445758.7133530166
2023-08-18,443064.77620071993
2023-08-21,442654.7570750067
2023-08-22,441582.48193098337
2023-08-23,438499.7713049756
2023-08-24,436098.0694417748
2023-08-25,433616.26131056395
2023-08-28,432609.5267455274
2023-08-29,438949.76336632774
2023-08-30,462275.43364304974
2023-08-31,466306.99704771495
2023-09-01,451133.6824463553
2023-09-04,455618.91535847815
2023-09-05,445719.75931860344
2023-09-06,443863.76945219596
2023-09-07,442847.79988764145
2023-09-08,430440.1234987648
2023-09-11,429392.5172799488
2023-09-12,430510.2701598397
2023-09-13,432482.1841732481
2023-09-14,431469.57664319355
2023-09-15,428122.8875667789
2023-09-18,428889.73415615223
2023-09-19,464576.6881873074
2023-09-20,462635.6159365269
2023-09-21,441777.06858760194
2023-09-22,429130.3710052414
2023-09-25,426174.4408618593
2023-09-26,421840.73980652355
2023-09-27,426280.56665522984
2023-09-28,423233.54662922636
2023-09-29,420070.68901873776
2023-10-03,411004.21639741666
2023-10-04,399732.91505619936
2023-10-05,396116.7835117592
2023-10-06,385665.36649577704
2023-10-09,379146.64314738667
2023-10-10,379146.64314738667
2023-10-11,360596.87001792033
2023-10-12,345683.6443141988
2023-10-13,332371.1927710318
2023-10-16,323354.9877415519
2023-10-17,316305.7995029117
2023-10-18,307405.6310334215
2023-10-19,303736.5847154272
2023-10-20,292573.4538908791
2023-10-24,284127.2068178996
2023-10-25,279024.1349562874
2023-10-26,272716.53375947254
2023-10-27,272259.15194303624
2023-10-30,272259.15194303624
2023-10-31,272259.15194303624
2023-11-01,272259.15194303624
2023-11-02,311263.81398179126
2023-11-03,344482.7724746614
2023-11-06,371340.300433385
2023-11-07,380014.6052147206
2023-11-08,384324.02523290715
2023-11-09,387070.65530194726
2023-11-10,392644.40890772577
2023-11-13,395895.9656424379
2023-11-14,397456.37744528084
2023-11-15,401786.3811179902
2023-11-16,404464.8605018172
2023-11-17,407123.606170107
2023-11-20,409144.0014215227
2023-11-21,410905.44903281797
2023-11-22,414971.58937418484
2023-11-23,397855.1713244623
2023-11-24,394275.32553734275
2023-11-27,413041.5905003221
2023-11-28,435669.331955496
2023-11-29,438332.8986466647
2023-11-30,454442.792899439
2023-12-01,451988.35685603303
2023-12-04,448509.1806400081
2023-12-05,451219.3431628052
2023-12-06,447451.15624372964
2023-12-07,446335.5166590668
2023-12-08,442400.34883189405
2023-12-11,441966.4779179276
2023-12-12,440894.5985602742
2023-12-13,441740.23592360184
2023-12-14,394233.89646348904
2023-12-15,440304.1229698652
2023-12-18,448080.8580608881
2023-12-19,448972.6876295484
2023-12-20,441269.12065146543
2023-12-21,442956.8491445147
2023-12-22,449538.9192182677
2023-12-27,456128.20834374253
2023-12-28,467983.87520723534
2023-12-29,472358.12669934076
2024-01-02,474481.4110100997
2024-01-03,479106.2436973521
2024-01-04,480502.78579850803
2024-01-05,483540.4453961502
2024-01-08,486075.7757283915
2024-01-09,500018.9269320997
2024-01-10,513368.30609962496
2024-01-11,523233.10008006473
2024-01-12,541659.4229841589
2024-01-15,550749.4334760446
2024-01-16,556921.9003687274
2024-01-17,566289.0354508588
2024-01-18,570912.0561338477
2024-01-19,573002.6960110958
2024-01-22,577223.8985745631
2024-01-23,581945.241440935
2024-01-24,591371.2082254214
2024-01-25,597408.2225518895
2024-01-26,602703.7029386263
2024-01-29,605269.4924207684
2024-01-30,572688.4524321986
2024-01-31,543238.7162811602
2024-02-01,519148.76096278656
2024-02-02,516806.0189313821
2024-02-05,515346.5083893836
2024-02-06,518089.9547010327
2024-02-07,517048.66931466555
2024-02-08,515985.166430798
2024-02-09,514709.52339148783
2024-02-14,512937.0010813409
2024-02-15,512685.69102135
2024-02-16,512053.01616167754
2024-02-19,522702.3825072442
2024-02-20,525504.3024984341
2024-02-21,526812.6133543964
2024-02-22,557880.4391796254
2024-02-23,567431.1552479169
2024-02-26,557624.5997723653
2024-02-27,557415.5752043395
2024-02-28,559155.5305316427
2024-02-29,549080.3536341941
2024-03-01,553009.538129318
2024-03-04,557237.0730604414
2024-03-05,562077.9021692977
2024-03-06,565050.8969903917
2024-03-07,566699.8867853747
2024-03-08,572195.1600895091
2024-03-11,574524.741912561
2024-03-12,577744.7083863791
2024-03-13,588440.6363643517
2024-03-14,582781.7437874015
2024-03-15,542869.2979780452
2024-03-18,547812.4142971119
2024-03-19,554632.7141897093
2024-03-20,560096.7478512808
2024-03-21,565616.4335139056
2024-03-22,568642.7955364011
2024-03-25,566747.1060554051
2024-03-26,560012.6350494123
2024-03-27,560976.6629904286
2024-03-28,563483.4885821638
2024-04-02,562661.9701033628
2024-04-03,566617.7921215937
2024-04-05,567098.0011987854
2024-04-08,567549.2346891739
2024-04-09,563124.9815258841
2024-04-10,561233.9946654317
2024-04-11,565981.5169549363
2024-04-12,551457.0082739083
2024-04-15,547548.0398802317
2024-04-16,547501.170775449
2024-04-17,542204.1970124004
2024-04-18,539928.7677409587
2024-04-19,544018.6479562444
2024-04-22,540109.3174727472
2024-04-23,541859.2042755857
2024-04-24,535188.8381149435
2024-04-25,535670.8963685853
2024-04-26,534590.4096658597
2024-04-29,540762.3842588684
2024-04-30,542139.2188698142
2024-05-02,542274.5160303843
2024-05-03,546298.4921784077
2024-05-06,560708.6601070996
2024-05-07,565340.6056037633
2024-05-08,576835.5647094001
2024-05-09,587422.0989482963
2024-05-10,594422.1065370919
2024-05-13,596275.6078106993
2024-05-14,596353.404829353
2024-05-16,597456.6391743671
2024-05-17,603546.1255875534
2024-05-20,596367.4404270019
2024-05-21,600545.331591484
2024-05-22,601387.226511022
2024-05-23,621221.5141116458
2024-05-24,618474.3898275176
2024-05-27,642972.7879625033
2024-05-28,653175.0992346861
2024-05-29,654777.8471076933
2024-05-30,653462.4451872637
2024-05-31,661631.2206512424
2024-06-03,657891.9970494849
2024-06-04,658692.1310189833
2024-06-05,662184.7988298826
2024-06-06,667484.3141945712
2024-06-07,665617.1970003037
2024-06-11,671728.5401295149
2024-06-12,669812.4050382518
2024-06-13,660506.911884056
2024-06-14,678745.0562747883
2024-06-17,674120.0175639741
2024-06-18,693269.9431691411
2024-06-19,689049.9050086493
2024-06-20,698466.4630997702
2024-06-21,719280.7924466695
2024-06-24,718522.0410469729
2024-06-25,729297.3723314498
2024-06-26,743362.7622283323
2024-06-27,751374.0513536711
2024-06-28,764957.0434472866
2024-07-02,762750.2864841127
2024-07-03,759056.4843658222
2024-07-04,758107.687990464
2024-07-05,759173.5617510227
2024-07-08,844548.2290512432
2024-07-09,845053.3664651108
2024-07-10,839579.4370615146
2024-07-11,839169.8055957007
2024-07-12,840134.0532742165
2024-07-15,836530.2536234723
2024-07-16,832646.5909132366
2024-07-17,830298.9995016892
2024-07-18,832738.4308845734
2024-07-19,847395.9745569171
2024-07-22,850651.3538328599
2024-07-23,863389.5636673761
2024-07-24,869210.9165195718
2024-07-25,882731.1608810073
2024-07-26,884193.3195081331
2024-07-29,921510.7349757303
2024-07-30,937720.8215243971
2024-07-31,946244.8599668512
2024-08-01,932300.2847730748
2024-08-02,931022.442585652
2024-08-05,923649.1703002861
2024-08-06,922207.525161617
2024-08-07,918736.9136610893
2024-08-08,918978.0940507671
2024-08-09,920787.4122732737
2024-08-12,918437.5366750106
2024-08-13,912977.0505797234
2024-08-14,908371.8449610973
2024-08-15,903609.0077316866
2024-08-16,902487.5864206989
2024-08-19,825893.4784117128
2024-08-20,789942.6179923519
2024-08-21,750581.1996154083
2024-08-22,717960.1714560774
2024-08-23,702131.5463302893
2024-08-26,694521.1321285018
2024-08-27,683583.5972340353
2024-08-28,687407.8168052516
2024-08-29,687912.6927412475
2024-08-30,690496.0779137193
2024-09-02,682017.2028731533
2024-09-03,679244.2006023292
2024-09-04,668736.1068435418
2024-09-05,675740.7344319557
2024-09-06,671803.5831695336
2024-09-09,660583.3188567453
2024-09-10,685480.2899960064
2024-09-11,659720.8570366789
2024-09-12,655188.2797541693
2024-09-13,642833.7367910513
2024-09-16,611223.939098021
2024-09-17,596339.8668150089
2024-09-19,577387.7448721229
2024-09-20,561220.979254104
2024-09-23,550655.7523623101
2024-09-24,535901.5332747049
2024-09-25,538156.6357134955
2024-09-26,541625.245141625
2024-09-27,546529.630086444
2024-09-30,544016.8388420393
2024-10-02,451376.1420196097
2024-10-03,440646.00499476836
2024-10-04,431507.61812841997
2024-10-07,430728.0759637169
2024-10-08,424582.7861869918
2024-10-09,422060.9880498359
2024-10-10,421874.48944098887
2024-10-14,421874.48944098887
2024-10-15,413254.53796557116
2024-10-16,399203.0239997616
2024-10-17,389476.4150546084
2024-10-18,373982.6045962482
2024-10-21,361642.17916394223
2024-10-22,343906.9411184958
2024-10-23,334521.9525177419
2024-10-24,360690.358807083
2024-10-25,376662.5104666016
2024-10-28,388137.1001886621
2024-10-29,386398.5938105312
2024-10-30,382321.2322802094
2024-10-31,372709.46907924913
2024-11-01,358500.8575577524
2024-11-04,366324.38681848417
2024-11-05,371378.3510523627
2024-11-06,370522.7111506278
2024-11-07,372474.55412033544
2024-11-08,377529.5808556307
2024-11-11,376651.80550550984
2024-11-12,372673.3839679533
2024-11-13,367578.4591620739
2024-11-14,438865.3030210657
2024-11-15,461690.3211075159
2024-11-18,463181.08606348495
2024-11-19,475045.4625524654
2024-11-20,485810.35445007385
2024-11-21,508164.1217829088
2024-11-22,517538.2984760035
2024-11-25,515768.16430903657
2024-11-26,507801.97080195847
2024-11-27,500674.9241468742
2024-11-28,502228.669750339
2024-11-29,509914.16091126244
2024-12-02,514488.222120619
2024-12-03,512523.2964506365
2024-12-04,517694.24481720314
2024-12-05,515949.81871070707
2024-12-06,511942.15656478604
2024-12-09,523654.5798533767
2024-12-10,544327.4595906998
2024-12-11,549237.4130225808
2024-12-12,559023.8553808439
2024-12-13,566793.1611684917
2024-12-16,582182.6818091951
2024-12-17,590670.1102667666
2024-12-18,599264.7940968487
2024-12-19,595805.911188344
2024-12-20,593536.5192559947
2024-12-23,588409.347826769
2024-12-24,580935.8905824745
2024-12-27,583393.3481062333
2024-12-30,621432.6354492706
2024-12-31,653373.8909564231
2025-01-02,706143.3634114909
2025-01-03,728378.9308144908
2025-01-06,736004.7006150926
2025-01-07,746446.2178999614
2025-01-08,754913.5988074734
2025-01-09,783455.0217441639
2025-01-10,800432.1621431896
2025-01-13,814736.9241667544
2025-01-14,826695.0296206349
2025-01-15,841074.4036541451
2025-01-16,846138.4804130383
2025-01-17,856345.9829932437
2025-01-20,865325.6385106338
2025-01-21,803918.0345657823
2025-01-22,776620.7553705921
2025-01-23,757245.7969557731
2025-01-24,752187.1478490575
2025-01-27,748664.4136055952
2025-01-28,750221.9184106287
2025-02-03,750221.9184106287
2025-02-04,739723.6292370703
2025-02-05,732290.2145763739
2025-02-06,740775.9907941732
2025-02-07,755581.0983896822
2025-02-10,755649.6216525722
2025-02-11,760788.8689195334
2025-02-12,771374.849039923
2025-02-13,780312.4691576434
2025-02-14,756102.4312528603
2025-02-17,751671.0751264158
2025-02-18,756767.093321526
2025-02-19,762028.1816790958
2025-02-20,790935.105888723
2025-02-21,799931.9981406513
2025-02-24,821511.8987520554
2025-02-25,833192.7450056623
2025-02-26,847830.0000958439
2025-02-27,858174.5236036691
2025-02-28,872861.5164046405
2025-03-03,875719.696053921
2025-03-04,880538.219738072
2025-03-05,881398.3192151856
2025-03-06,888486.0906215442
2025-03-07,1129126.6324233252
2025-03-10,1102835.5414462772
2025-03-11,1077706.5893307861
2025-03-12,1059327.7753599605
2025-03-13,1058464.7092065786
2025-03-14,1053228.2315671258
2025-03-17,1048351.0965717551
2025-03-18,1050245.4005467556
2025-03-19,1047713.7633115058
2025-03-20,1043270.4214330266
2025-03-21,1053095.9067550662
2025-03-24,1059276.1564038494
2025-03-25,1066171.1135275783
2025-03-26,1066542.7757932355
2025-03-27,1070136.6488712893
2025-03-28,1199947.1781405823
2025-03-31,1252364.0357627168
2025-04-01,1226637.036637476
2025-04-02,1216368.8874681566
2025-04-03,1223674.0589692977
2025-04-07,1277785.6178082041
2025-04-08,1293542.9904191801
2025-04-09,1275764.418725412
2025-04-10,1268476.902651682
2025-04-11,1256289.3311614557
2025-04-14,1253178.912837322
2025-04-15,1254572.9038222746
2025-04-16,1254114.4953712015
2025-04-17,1258984.107388615
2025-04-22,1269244.9859232877
2025-04-23,1336701.4165335447
2025-04-24,1363857.3937151844
2025-04-25,1390282.015934532
2025-04-28,1421232.6899704777
2025-04-29,1427912.1579117095
2025-04-30,1446813.633446964
2025-05-02,1463765.9226390189
2025-05-06,1493313.4732067725
2025-05-07,1519678.2706363846
2025-05-08,1525404.225178883
2025-05-09,1529920.8116775851
2025-05-12,1550138.2847475556
2025-05-13,1566600.9610452177
2025-05-14,1575468.605338926
2025-05-15,1573875.7160292375
2025-05-16,1627846.1620738856
2025-05-19,1719691.1596477905
2025-05-20,1737689.150675138
2025-05-21,1737372.9430314577
2025-05-22,1718017.1012059709
2025-05-23,1692862.2608151396
2025-05-26,1666584.0802023495
2025-05-27,1653032.2490948886
2025-05-28,1639500.2742698884
2025-05-29,1628772.0088481272
2025-05-30,1618878.4092217244
2025-06-02,1613678.0089914517
2025-06-03,1607526.9646840116
2025-06-04,1604278.0564819335
2025-06-05,1597004.135662689
2025-06-06,1377762.9012964582
2025-06-09,1420528.5080102368
2025-06-10,1477013.8304105843
2025-06-11,1483398.281540442
2025-06-12,1480877.1242264656
2025-06-13,1482939.0741244466
2025-06-16,1491046.1967149368
2025-06-17,1473762.3720992329
2025-06-18,1465750.4977904223
2025-06-19,1464989.4133334851
2025-06-20,1459352.0601575216
2025-06-23,1457082.479653576
2025-06-24,1459973.5337923209
2025-06-25,1463518.1140809387
2025-06-26,1459376.026926982
2025-06-27,1699984.5521757493
2025-06-30,1755553.7353610422
2025-07-02,1785513.441858131
2025-07-03,1777943.5610127787
2025-07-04,1768603.0149092318
2025-07-07,1711829.5478535
2025-07-08,1696825.5345144274
2025-07-09,1693198.157306972
2025-07-10,1692257.1813950832
2025-07-11,1710873.2954345383
2025-07-14,1708449.3956498627
2025-07-15,1708231.03623539
2025-07-16,1712453.6064037357
2025-07-17,1707528.000481733
2025-07-18,1700977.4187542982
2025-07-21,1909188.9986865919
2025-07-22,2012369.626064043
2025-07-23,2034337.1983148647
2025-07-24,2037851.737779106
2025-07-25,2045602.8461383798
2025-07-28,2042165.8644025917
2025-07-29,2030854.7341334482
2025-07-30,2005681.8554958275
2025-07-31,1997915.0980381046
2025-08-01,1994477.3237951
2025-08-04,1976985.7513230545
2025-08-05,1959317.600451406
2025-08-06,1944621.9254710407
2025-08-07,1928522.0821171857
2025-08-08,1924077.8553168806
2025-08-11,2107561.8017055783
2025-08-12,2066428.0753506946
2025-08-13,2101192.636175151
2025-08-14,2159370.67450176
2025-08-15,2157137.1147048753
2025-08-18,2165410.8698764183
2025-08-19,2174207.0299664172
2025-08-20,2183042.0363434316
2025-08-21,2191707.1298526665
2025-08-22,2201391.14412132
2025-08-25,2207614.739251559
2025-08-26,2223968.49170002
2025-08-27,2229801.039721831
2025-08-28,2227679.147577475
2025-08-29,2245357.5812036395
2025-09-01,2362881.0363400355
2025-09-02,2392098.2254795996
2025-09-03,2390070.425398597
2025-09-04,2414114.834376541
2025-09-05,2422833.203204207
2025-09-08,2428351.075087056
2025-09-09,2439400.222449571
2025-09-10,2454579.58583624
2025-09-11,2467315.2445851252
2025-09-12,2487539.6138254385
2025-09-15,2503990.4527194616
2025-09-16,2508407.1323577454
2025-09-17,2518702.611666541
2025-09-18,2524065.0385982236
2025-09-19,2538616.155776999
2025-09-22,2278723.3089077165
2025-09-23,2231245.5870922194
2025-09-24,2229870.733487432
2025-09-25,2263806.3651828202
2025-09-26,2278864.5842902437
2025-09-29,2284567.6931125154
2025-09-30,2289552.3381086783
2025-10-02,2300156.7636924786
2025-10-03,2294403.1983918357
2025-10-06,2279790.8290821146
2025-10-08,2281038.8795145033
2025-10-09,2287539.733868659
2025-10-10,2293017.034737771
2025-10-13,2310440.5132926614
2025-10-14,2317821.752833883
2025-10-15,2087622.0054438324
2025-10-16,1991476.7200541697
2025-10-17,1994261.4220948992
2025-10-20,1979557.7041501973
2025-10-21,1982526.917286449
2025-10-22,1983364.8238277459
2025-10-23,2054838.9242266447
2025-10-24,2061891.735118809
2025-10-27,2073128.7710470476
2025-10-28,2095233.39988579
2025-10-30,2124085.848759623
2025-10-31,2128496.490521967
2025-11-03,2138001.5080223866
2025-11-04,2149540.93893975
2025-11-05,2159609.8806555914
2025-11-06,1902220.3474200212
2025-11-07,1849273.6635028585
2025-11-10,1814497.6155244845
2025-11-11,1767734.9541715165
2025-11-12,1781706.8084417486
2025-11-13,1787348.786298923
2025-11-14,1796782.6572887285
2025-11-17,1806188.4386603825
2025-11-18,1815539.8560287503
2025-11-19,1815140.0921812844
2025-11-20,1812417.0253689522
2025-11-21,1802734.8706079833
2025-11-24,1831367.0904031096
2025-11-25,1845419.6083921224
2025-11-26,1840571.4215891326
2025-11-27,1777658.9624124325
2025-11-28,1797423.0226254584
2025-12-01,1760562.664321245
2025-12-02,1729514.703543771
2025-12-03,1730604.6927773794
2025-12-04,1719562.6719728757
2025-12-05,1716649.2643726387
2025-12-08,1715564.7615041123
2025-12-09,1725170.3425111452
2025-12-10,1747979.3046113697
2025-12-11,1743257.4454161664
2025-12-12,1756708.9985180649
2025-12-15,1749132.9447753243
2025-12-16,1749389.5029281264
2025-12-17,1765437.6754618909
2025-12-18,1848130.073889699
2025-12-19,1832159.7117993145
2025-12-22,1849607.2097429608
2025-12-23,1877095.6053834637
2025-12-24,1864390.918161228
2025-12-29,1872441.3576069612
2025-12-30,1886364.5324636863
2025-12-31,1878408.6386771987
2026-01-02,1883298.6744160922
2026-01-05,1890547.5915662348
2026-01-06,1899044.3901654854
2026-01-07,1877539.7081817912
2026-01-08,1876608.8920772267
2026-01-09,1854022.6233820333
2026-01-12,1842811.2883369017
2026-01-13,2038524.02636937
2026-01-14,2095766.2443875943
2026-01-15,2111564.273439647
2026-01-16,2141241.950659145
2026-01-19,2137723.9573680595
2026-01-20,2132326.5567326196
2026-01-21,2068320.9331540368
2026-01-22,2062155.3022595432
2026-01-23,2052285.7620249528
2026-01-26,2024583.7710807165
2026-01-27,1999305.6939871728
2026-01-28,1988455.036563388
2026-01-29,1980708.9065255015
2026-01-30,1967522.8860312114
2026-02-02,1962819.6533718938
2026-02-03,2143210.2286366345
2026-02-04,2152579.6324488726
2026-02-05,2164998.650353291
2026-02-06,2154615.140558232
2026-02-09,2126959.9836583887
2026-02-10,2109728.997076711
2026-02-11,2094577.9808697242
2026-02-12,2092191.9230060647
2026-02-13,2080095.5353275721
2026-02-16,2071269.553618746
2026-02-20,2073610.3179288916
2026-02-23,2070174.5421781384
2026-02-24,2055053.6664489794
2026-02-25,2101737.038849894
2026-02-26,2091107.458367617
2026-02-27,2202416.1373614855
2026-03-02,2134465.49204627
2026-03-03,2138778.03535562
2026-03-04,2183532.9681259017
2026-03-05,2193653.0440503634
2026-03-06,2199255.7549758065
2026-03-09,2197751.851531027
2026-03-10,2200908.5502342302
2026-03-11,2190955.1873330004
2026-03-12,2166774.014194314
2026-03-13,2168143.726285147
2026-03-16,2162242.019751028
2026-03-17,2161990.789625458
2026-03-18,2157532.7594940844
2026-03-19,2134089.470059743
2026-03-20,2084280.4676480233
2026-03-23,2052350.6261994021
2026-03-24,1996515.578390354
2026-03-25,1943192.5900152074
2026-03-26,1951915.1247440975
2026-03-27,1940791.3945673597
2026-03-30,1927037.7315165391
